enroll_id,grade,counts,year
84506,G7,368,2023
84506,G8,406,2023
84506,G9,450,2023
84506,G10,401,2023
84506,JHS,0,2023
84509,G7,571,2023
84509,G8,650,2023
84509,G9,707,2023
84509,G10,784,2023
84509,JHS,0,2023
84508,G7,558,2023
84508,G8,611,2023
84508,G9,607,2023
84508,G10,701,2023
84508,JHS,0,2023
84511,G7,169,2023
84511,G8,190,2023
84511,G9,202,2023
84511,G10,192,2023
84511,JHS,0,2023
84510,G7,197,2023
84510,G8,227,2023
84510,G9,214,2023
84510,G10,176,2023
84510,JHS,0,2023
84512,G7,142,2023
84512,G8,217,2023
84512,G9,212,2023
84512,G10,166,2023
84512,JHS,0,2023
84513,G7,155,2023
84513,G8,128,2023
84513,G9,161,2023
84513,G10,152,2023
84513,JHS,0,2023
84515,G7,1628,2023
84515,G8,1756,2023
84515,G9,1825,2023
84515,G10,1807,2023
84515,JHS,0,2023
84514,G7,1624,2023
84514,G8,1850,2023
84514,G9,1977,2023
84514,G10,1800,2023
84514,JHS,0,2023
84517,G7,708,2023
84517,G8,772,2023
84517,G9,899,2023
84517,G10,948,2023
84517,JHS,0,2023
84516,G7,776,2023
84516,G8,857,2023
84516,G9,925,2023
84516,G10,917,2023
84516,JHS,0,2023
84519,G7,592,2023
84519,G8,642,2023
84519,G9,669,2023
84519,G10,721,2023
84519,JHS,0,2023
84518,G7,627,2023
84518,G8,700,2023
84518,G9,706,2023
84518,G10,746,2023
84518,JHS,0,2023
84520,G7,168,2023
84520,G8,201,2023
84520,G9,245,2023
84520,G10,227,2023
84520,JHS,0,2023
84521,G7,146,2023
84521,G8,185,2023
84521,G9,224,2023
84521,G10,223,2023
84521,JHS,0,2023
84522,G7,271,2023
84522,G8,329,2023
84522,G9,379,2023
84522,G10,341,2023
84522,JHS,0,2023
84523,G7,289,2023
84523,G8,357,2023
84523,G9,451,2023
84523,G10,377,2023
84523,JHS,0,2023
84524,G7,390,2023
84524,G8,464,2023
84524,G9,475,2023
84524,G10,474,2023
84524,JHS,0,2023
84525,G7,416,2023
84525,G8,485,2023
84525,G9,496,2023
84525,G10,466,2023
84525,JHS,0,2023
84527,G7,334,2023
84527,G8,437,2023
84527,G9,528,2023
84527,G10,557,2023
84527,JHS,0,2023
84526,G7,325,2023
84526,G8,384,2023
84526,G9,546,2023
84526,G10,536,2023
84526,JHS,0,2023
84528,G7,957,2023
84528,G8,1071,2023
84528,G9,1350,2023
84528,G10,1197,2023
84528,JHS,0,2023
84529,G7,1051,2023
84529,G8,1057,2023
84529,G9,1276,2023
84529,G10,1228,2023
84529,JHS,0,2023
84531,G7,334,2023
84531,G8,411,2023
84531,G9,415,2023
84531,G10,438,2023
84531,JHS,0,2023
84530,G7,367,2023
84530,G8,423,2023
84530,G9,403,2023
84530,G10,438,2023
84530,JHS,0,2023
84532,G7,317,2023
84532,G8,424,2023
84532,G9,495,2023
84532,G10,462,2023
84532,JHS,0,2023
84533,G7,376,2023
84533,G8,459,2023
84533,G9,462,2023
84533,G10,489,2023
84533,JHS,0,2023
84534,G7,575,2023
84534,G8,722,2023
84534,G9,836,2023
84534,G10,737,2023
84534,JHS,0,2023
84535,G7,605,2023
84535,G8,801,2023
84535,G9,859,2023
84535,G10,715,2023
84535,JHS,0,2023
84537,G7,679,2023
84537,G8,915,2023
84537,G9,994,2023
84537,G10,981,2023
84537,JHS,0,2023
84536,G7,711,2023
84536,G8,935,2023
84536,G9,909,2023
84536,G10,1002,2023
84536,JHS,0,2023
84539,G7,428,2023
84539,G8,434,2023
84539,G9,488,2023
84539,G10,462,2023
84539,JHS,0,2023
84538,G7,473,2023
84538,G8,492,2023
84538,G9,537,2023
84538,G10,473,2023
84538,JHS,0,2023
84541,G7,344,2023
84541,G8,350,2023
84541,G9,437,2023
84541,G10,440,2023
84541,JHS,0,2023
84540,G7,325,2023
84540,G8,332,2023
84540,G9,417,2023
84540,G10,441,2023
84540,JHS,0,2023
84543,G7,400,2023
84543,G8,430,2023
84543,G9,515,2023
84543,G10,469,2023
84543,JHS,0,2023
84542,G7,444,2023
84542,G8,491,2023
84542,G9,579,2023
84542,G10,495,2023
84542,JHS,0,2023
84544,G7,251,2023
84544,G8,261,2023
84544,G9,304,2023
84544,G10,294,2023
84544,JHS,0,2023
84545,G7,280,2023
84545,G8,285,2023
84545,G9,360,2023
84545,G10,329,2023
84545,JHS,0,2023
84547,G7,155,2023
84547,G8,181,2023
84547,G9,218,2023
84547,G10,232,2023
84547,JHS,0,2023
84546,G7,165,2023
84546,G8,190,2023
84546,G9,215,2023
84546,G10,208,2023
84546,JHS,0,2023
84549,G7,61,2023
84549,G8,69,2023
84549,G9,89,2023
84549,G10,100,2023
84549,JHS,0,2023
84548,G7,73,2023
84548,G8,76,2023
84548,G9,96,2023
84548,G10,106,2023
84548,JHS,0,2023
84551,G7,131,2023
84551,G8,150,2023
84551,G9,174,2023
84551,G10,196,2023
84551,JHS,0,2023
84550,G7,154,2023
84550,G8,159,2023
84550,G9,197,2023
84550,G10,199,2023
84550,JHS,0,2023
84553,G7,39,2023
84553,G8,34,2023
84553,G9,51,2023
84553,G10,61,2023
84553,JHS,0,2023
84552,G7,46,2023
84552,G8,31,2023
84552,G9,68,2023
84552,G10,70,2023
84552,JHS,0,2023
84554,G7,281,2023
84554,G8,311,2023
84554,G9,385,2023
84554,G10,305,2023
84554,JHS,0,2023
84555,G7,317,2023
84555,G8,328,2023
84555,G9,360,2023
84555,G10,343,2023
84555,JHS,0,2023
84557,G7,135,2023
84557,G8,113,2023
84557,G9,139,2023
84557,G10,153,2023
84557,JHS,0,2023
84556,G7,144,2023
84556,G8,159,2023
84556,G9,129,2023
84556,G10,151,2023
84556,JHS,0,2023
84558,G7,210,2023
84558,G8,276,2023
84558,G9,279,2023
84558,G10,257,2023
84558,JHS,0,2023
84559,G7,258,2023
84559,G8,295,2023
84559,G9,329,2023
84559,G10,258,2023
84559,JHS,0,2023
84561,G7,192,2023
84561,G8,180,2023
84561,G9,216,2023
84561,G10,183,2023
84561,JHS,0,2023
84560,G7,206,2023
84560,G8,181,2023
84560,G9,203,2023
84560,G10,172,2023
84560,JHS,0,2023
84562,G7,328,2023
84562,G8,422,2023
84562,G9,516,2023
84562,G10,391,2023
84562,JHS,0,2023
84563,G7,344,2023
84563,G8,462,2023
84563,G9,568,2023
84563,G10,407,2023
84563,JHS,0,2023
84564,G7,79,2023
84564,G8,102,2023
84564,G9,110,2023
84564,G10,106,2023
84564,JHS,0,2023
84565,G7,92,2023
84565,G8,115,2023
84565,G9,123,2023
84565,G10,109,2023
84565,JHS,0,2023
84566,G7,53,2023
84566,G8,72,2023
84566,G9,67,2023
84566,G10,71,2023
84566,JHS,0,2023
84567,G7,62,2023
84567,G8,95,2023
84567,G9,84,2023
84567,G10,82,2023
84567,JHS,0,2023
84569,G7,197,2023
84569,G8,243,2023
84569,G9,332,2023
84569,G10,323,2023
84569,JHS,0,2023
84568,G7,201,2023
84568,G8,294,2023
84568,G9,350,2023
84568,G10,340,2023
84568,JHS,0,2023
84570,G7,281,2023
84570,G8,307,2023
84570,G9,348,2023
84570,G10,312,2023
84570,JHS,0,2023
84571,G7,303,2023
84571,G8,308,2023
84571,G9,396,2023
84571,G10,341,2023
84571,JHS,0,2023
84572,G7,251,2023
84572,G8,199,2023
84572,G9,185,2023
84572,G10,221,2023
84572,JHS,0,2023
84573,G7,210,2023
84573,G8,160,2023
84573,G9,136,2023
84573,G10,162,2023
84573,JHS,0,2023
84574,G7,153,2023
84574,G8,203,2023
84574,G9,219,2023
84574,G10,194,2023
84574,JHS,0,2023
84575,G7,205,2023
84575,G8,254,2023
84575,G9,232,2023
84575,G10,238,2023
84575,JHS,0,2023
84577,G7,168,2023
84577,G8,209,2023
84577,G9,218,2023
84577,G10,191,2023
84577,JHS,0,2023
84576,G7,201,2023
84576,G8,256,2023
84576,G9,228,2023
84576,G10,165,2023
84576,JHS,0,2023
84579,G7,145,2023
84579,G8,160,2023
84579,G9,180,2023
84579,G10,178,2023
84579,JHS,0,2023
84578,G7,167,2023
84578,G8,198,2023
84578,G9,203,2023
84578,G10,176,2023
84578,JHS,0,2023
84580,G7,224,2023
84580,G8,236,2023
84580,G9,231,2023
84580,G10,239,2023
84580,JHS,0,2023
84581,G7,223,2023
84581,G8,251,2023
84581,G9,267,2023
84581,G10,277,2023
84581,JHS,0,2023
84582,G7,33,2023
84582,G8,29,2023
84582,G9,18,2023
84582,G10,22,2023
84582,JHS,0,2023
84583,G7,37,2023
84583,G8,32,2023
84583,G9,24,2023
84583,G10,24,2023
84583,JHS,0,2023
84585,G7,479,2023
84585,G8,498,2023
84585,G9,543,2023
84585,G10,477,2023
84585,JHS,0,2023
84584,G7,484,2023
84584,G8,515,2023
84584,G9,580,2023
84584,G10,551,2023
84584,JHS,0,2023
84586,G7,558,2023
84586,G8,550,2023
84586,G9,562,2023
84586,G10,605,2023
84586,JHS,0,2023
84587,G7,553,2023
84587,G8,581,2023
84587,G9,650,2023
84587,G10,651,2023
84587,JHS,0,2023
84589,G7,83,2023
84589,G8,83,2023
84589,G9,80,2023
84589,G10,61,2023
84589,JHS,0,2023
84588,G7,74,2023
84588,G8,74,2023
84588,G9,42,2023
84588,G10,55,2023
84588,JHS,0,2023
84590,G7,237,2023
84590,G8,237,2023
84590,G9,313,2023
84590,G10,343,2023
84590,JHS,4,2023
84591,G7,231,2023
84591,G8,267,2023
84591,G9,309,2023
84591,G10,319,2023
84591,JHS,14,2023
84593,G7,181,2023
84593,G8,163,2023
84593,G9,170,2023
84593,G10,214,2023
84593,JHS,0,2023
84592,G7,199,2023
84592,G8,181,2023
84592,G9,189,2023
84592,G10,214,2023
84592,JHS,0,2023
84594,G7,278,2023
84594,G8,401,2023
84594,G9,443,2023
84594,G10,435,2023
84594,JHS,0,2023
84595,G7,361,2023
84595,G8,389,2023
84595,G9,507,2023
84595,G10,492,2023
84595,JHS,0,2023
84596,G7,301,2023
84596,G8,350,2023
84596,G9,351,2023
84596,G10,348,2023
84596,JHS,0,2023
84597,G7,331,2023
84597,G8,343,2023
84597,G9,366,2023
84597,G10,392,2023
84597,JHS,0,2023
84598,G7,1103,2023
84598,G8,1144,2023
84598,G9,1329,2023
84598,G10,1328,2023
84598,JHS,0,2023
84599,G7,1219,2023
84599,G8,1172,2023
84599,G9,1308,2023
84599,G10,1363,2023
84599,JHS,0,2023
84603,G7,404,2023
84603,G8,397,2023
84603,G9,418,2023
84603,G10,459,2023
84603,JHS,0,2023
84602,G7,402,2023
84602,G8,408,2023
84602,G9,480,2023
84602,G10,466,2023
84602,JHS,0,2023
84605,G7,140,2023
84605,G8,149,2023
84605,G9,202,2023
84605,G10,184,2023
84605,JHS,0,2023
84604,G7,163,2023
84604,G8,206,2023
84604,G9,168,2023
84604,G10,200,2023
84604,JHS,0,2023
84606,G7,111,2023
84606,G8,97,2023
84606,G9,147,2023
84606,G10,138,2023
84606,JHS,0,2023
84607,G7,99,2023
84607,G8,96,2023
84607,G9,109,2023
84607,G10,124,2023
84607,JHS,0,2023
84608,G7,356,2023
84608,G8,431,2023
84608,G9,389,2023
84608,G10,459,2023
84608,JHS,0,2023
84609,G7,354,2023
84609,G8,392,2023
84609,G9,315,2023
84609,G10,406,2023
84609,JHS,0,2023
84610,G7,714,2023
84610,G8,746,2023
84610,G9,871,2023
84610,G10,871,2023
84610,JHS,0,2023
84611,G7,735,2023
84611,G8,853,2023
84611,G9,870,2023
84611,G10,788,2023
84611,JHS,0,2023
84613,G7,686,2023
84613,G8,758,2023
84613,G9,754,2023
84613,G10,784,2023
84613,JHS,0,2023
84612,G7,731,2023
84612,G8,841,2023
84612,G9,740,2023
84612,G10,836,2023
84612,JHS,0,2023
84615,G7,680,2023
84615,G8,720,2023
84615,G9,764,2023
84615,G10,816,2023
84615,JHS,0,2023
84614,G7,652,2023
84614,G8,821,2023
84614,G9,789,2023
84614,G10,832,2023
84614,JHS,0,2023
84617,G7,325,2023
84617,G8,412,2023
84617,G9,391,2023
84617,G10,419,2023
84617,JHS,0,2023
84616,G7,387,2023
84616,G8,442,2023
84616,G9,388,2023
84616,G10,416,2023
84616,JHS,0,2023
84619,G7,203,2023
84619,G8,269,2023
84619,G9,312,2023
84619,G10,306,2023
84619,JHS,0,2023
84618,G7,265,2023
84618,G8,274,2023
84618,G9,364,2023
84618,G10,315,2023
84618,JHS,0,2023
84621,G7,249,2023
84621,G8,297,2023
84621,G9,393,2023
84621,G10,314,2023
84621,JHS,0,2023
84620,G7,275,2023
84620,G8,341,2023
84620,G9,397,2023
84620,G10,347,2023
84620,JHS,0,2023
84622,G7,291,2023
84622,G8,350,2023
84622,G9,369,2023
84622,G10,382,2023
84622,JHS,0,2023
84623,G7,341,2023
84623,G8,349,2023
84623,G9,332,2023
84623,G10,380,2023
84623,JHS,0,2023
84624,G7,265,2023
84624,G8,280,2023
84624,G9,288,2023
84624,G10,315,2023
84624,JHS,0,2023
84625,G7,247,2023
84625,G8,307,2023
84625,G9,261,2023
84625,G10,283,2023
84625,JHS,0,2023
84626,G7,858,2023
84626,G8,1047,2023
84626,G9,998,2023
84626,G10,999,2023
84626,JHS,0,2023
84627,G7,849,2023
84627,G8,1214,2023
84627,G9,1113,2023
84627,G10,1040,2023
84627,JHS,0,2023
84628,G7,73,2023
84628,G8,72,2023
84628,G9,68,2023
84628,G10,88,2023
84628,JHS,0,2023
84629,G7,46,2023
84629,G8,60,2023
84629,G9,49,2023
84629,G10,59,2023
84629,JHS,0,2023
84630,G7,232,2023
84630,G8,219,2023
84630,G9,248,2023
84630,G10,328,2023
84630,JHS,0,2023
84631,G7,206,2023
84631,G8,283,2023
84631,G9,263,2023
84631,G10,356,2023
84631,JHS,0,2023
84633,G7,265,2023
84633,G8,332,2023
84633,G9,346,2023
84633,G10,385,2023
84633,JHS,0,2023
84632,G7,284,2023
84632,G8,364,2023
84632,G9,426,2023
84632,G10,460,2023
84632,JHS,0,2023
84635,G7,228,2023
84635,G8,224,2023
84635,G9,242,2023
84635,G10,257,2023
84635,JHS,0,2023
84634,G7,271,2023
84634,G8,253,2023
84634,G9,266,2023
84634,G10,232,2023
84634,JHS,0,2023
84637,G7,239,2023
84637,G8,285,2023
84637,G9,266,2023
84637,G10,310,2023
84637,JHS,0,2023
84636,G7,246,2023
84636,G8,305,2023
84636,G9,307,2023
84636,G10,289,2023
84636,JHS,0,2023
84638,G7,354,2023
84638,G8,389,2023
84638,G9,384,2023
84638,G10,425,2023
84638,JHS,0,2023
84639,G7,329,2023
84639,G8,397,2023
84639,G9,380,2023
84639,G10,436,2023
84639,JHS,0,2023
84640,G7,113,2023
84640,G8,98,2023
84640,G9,105,2023
84640,G10,116,2023
84640,JHS,0,2023
84641,G7,75,2023
84641,G8,60,2023
84641,G9,51,2023
84641,G10,51,2023
84641,JHS,0,2023
84642,G7,0,2023
84642,G8,0,2023
84642,G9,0,2023
84642,G10,80,2023
84642,JHS,0,2023
84643,G7,0,2023
84643,G8,0,2023
84643,G9,0,2023
84643,G10,95,2023
84643,JHS,0,2023
84645,G7,27,2023
84645,G8,43,2023
84645,G9,46,2023
84645,G10,40,2023
84645,JHS,0,2023
84644,G7,40,2023
84644,G8,35,2023
84644,G9,39,2023
84644,G10,50,2023
84644,JHS,0,2023
84647,G7,350,2023
84647,G8,389,2023
84647,G9,408,2023
84647,G10,384,2023
84647,JHS,10,2023
84646,G7,400,2023
84646,G8,404,2023
84646,G9,417,2023
84646,G10,396,2023
84646,JHS,24,2023
84649,G7,59,2023
84649,G8,62,2023
84649,G9,101,2023
84649,G10,128,2023
84649,JHS,0,2023
84648,G7,53,2023
84648,G8,71,2023
84648,G9,104,2023
84648,G10,138,2023
84648,JHS,0,2023
84650,G7,139,2023
84650,G8,176,2023
84650,G9,163,2023
84650,G10,162,2023
84650,JHS,0,2023
84651,G7,127,2023
84651,G8,175,2023
84651,G9,171,2023
84651,G10,166,2023
84651,JHS,0,2023
84652,G7,109,2023
84652,G8,113,2023
84652,G9,116,2023
84652,G10,111,2023
84652,JHS,0,2023
84653,G7,98,2023
84653,G8,93,2023
84653,G9,90,2023
84653,G10,85,2023
84653,JHS,0,2023
84655,G7,149,2023
84655,G8,172,2023
84655,G9,156,2023
84655,G10,183,2023
84655,JHS,0,2023
84654,G7,165,2023
84654,G8,198,2023
84654,G9,201,2023
84654,G10,195,2023
84654,JHS,0,2023
84659,G7,325,2023
84659,G8,361,2023
84659,G9,392,2023
84659,G10,441,2023
84659,JHS,0,2023
84658,G7,346,2023
84658,G8,432,2023
84658,G9,437,2023
84658,G10,422,2023
84658,JHS,0,2023
84661,G7,404,2023
84661,G8,400,2023
84661,G9,465,2023
84661,G10,480,2023
84661,JHS,0,2023
84660,G7,400,2023
84660,G8,358,2023
84660,G9,431,2023
84660,G10,438,2023
84660,JHS,0,2023
84663,G7,315,2023
84663,G8,283,2023
84663,G9,393,2023
84663,G10,353,2023
84663,JHS,0,2023
84662,G7,333,2023
84662,G8,277,2023
84662,G9,358,2023
84662,G10,316,2023
84662,JHS,0,2023
84665,G7,143,2023
84665,G8,165,2023
84665,G9,225,2023
84665,G10,187,2023
84665,JHS,0,2023
84664,G7,167,2023
84664,G8,146,2023
84664,G9,200,2023
84664,G10,194,2023
84664,JHS,0,2023
84667,G7,293,2023
84667,G8,277,2023
84667,G9,257,2023
84667,G10,216,2023
84667,JHS,27,2023
84666,G7,288,2023
84666,G8,290,2023
84666,G9,253,2023
84666,G10,203,2023
84666,JHS,27,2023
84669,G7,176,2023
84669,G8,244,2023
84669,G9,230,2023
84669,G10,271,2023
84669,JHS,7,2023
84668,G7,231,2023
84668,G8,253,2023
84668,G9,254,2023
84668,G10,286,2023
84668,JHS,13,2023
84670,G7,93,2023
84670,G8,144,2023
84670,G9,92,2023
84670,G10,101,2023
84670,JHS,0,2023
84671,G7,95,2023
84671,G8,101,2023
84671,G9,93,2023
84671,G10,91,2023
84671,JHS,0,2023
84673,G7,479,2023
84673,G8,590,2023
84673,G9,660,2023
84673,G10,670,2023
84673,JHS,28,2023
84672,G7,509,2023
84672,G8,605,2023
84672,G9,699,2023
84672,G10,693,2023
84672,JHS,41,2023
84674,G7,554,2023
84674,G8,554,2023
84674,G9,688,2023
84674,G10,711,2023
84674,JHS,0,2023
84675,G7,600,2023
84675,G8,569,2023
84675,G9,722,2023
84675,G10,709,2023
84675,JHS,0,2023
84676,G7,834,2023
84676,G8,899,2023
84676,G9,1031,2023
84676,G10,994,2023
84676,JHS,0,2023
84677,G7,822,2023
84677,G8,888,2023
84677,G9,1023,2023
84677,G10,1015,2023
84677,JHS,0,2023
84679,G7,279,2023
84679,G8,334,2023
84679,G9,389,2023
84679,G10,394,2023
84679,JHS,0,2023
84678,G7,354,2023
84678,G8,411,2023
84678,G9,401,2023
84678,G10,461,2023
84678,JHS,0,2023
84680,G7,162,2023
84680,G8,194,2023
84680,G9,198,2023
84680,G10,283,2023
84680,JHS,0,2023
84681,G7,216,2023
84681,G8,203,2023
84681,G9,208,2023
84681,G10,256,2023
84681,JHS,0,2023
84682,G7,411,2023
84682,G8,466,2023
84682,G9,495,2023
84682,G10,526,2023
84682,JHS,0,2023
84683,G7,459,2023
84683,G8,488,2023
84683,G9,538,2023
84683,G10,508,2023
84683,JHS,0,2023
84684,G7,470,2023
84684,G8,514,2023
84684,G9,601,2023
84684,G10,584,2023
84684,JHS,0,2023
84685,G7,487,2023
84685,G8,583,2023
84685,G9,613,2023
84685,G10,566,2023
84685,JHS,0,2023
84686,G7,454,2023
84686,G8,541,2023
84686,G9,617,2023
84686,G10,631,2023
84686,JHS,0,2023
84687,G7,511,2023
84687,G8,566,2023
84687,G9,656,2023
84687,G10,639,2023
84687,JHS,0,2023
84688,G7,240,2023
84688,G8,271,2023
84688,G9,287,2023
84688,G10,353,2023
84688,JHS,0,2023
84689,G7,265,2023
84689,G8,285,2023
84689,G9,395,2023
84689,G10,346,2023
84689,JHS,0,2023
84691,G7,568,2023
84691,G8,647,2023
84691,G9,713,2023
84691,G10,759,2023
84691,JHS,0,2023
84690,G7,622,2023
84690,G8,685,2023
84690,G9,787,2023
84690,G10,784,2023
84690,JHS,0,2023
84693,G7,542,2023
84693,G8,615,2023
84693,G9,728,2023
84693,G10,727,2023
84693,JHS,0,2023
84692,G7,587,2023
84692,G8,681,2023
84692,G9,814,2023
84692,G10,765,2023
84692,JHS,0,2023
84695,G7,269,2023
84695,G8,255,2023
84695,G9,274,2023
84695,G10,234,2023
84695,JHS,0,2023
84694,G7,300,2023
84694,G8,312,2023
84694,G9,258,2023
84694,G10,295,2023
84694,JHS,0,2023
84696,G7,210,2023
84696,G8,314,2023
84696,G9,312,2023
84696,G10,353,2023
84696,JHS,0,2023
84697,G7,238,2023
84697,G8,363,2023
84697,G9,334,2023
84697,G10,417,2023
84697,JHS,0,2023
84699,G7,1024,2023
84699,G8,1093,2023
84699,G9,1272,2023
84699,G10,1328,2023
84699,JHS,5,2023
84698,G7,1046,2023
84698,G8,1110,2023
84698,G9,1290,2023
84698,G10,1431,2023
84698,JHS,8,2023
84701,G7,210,2023
84701,G8,200,2023
84701,G9,212,2023
84701,G10,200,2023
84701,JHS,0,2023
84700,G7,218,2023
84700,G8,219,2023
84700,G9,194,2023
84700,G10,190,2023
84700,JHS,0,2023
84703,G7,199,2023
84703,G8,229,2023
84703,G9,222,2023
84703,G10,253,2023
84703,JHS,0,2023
84702,G7,225,2023
84702,G8,227,2023
84702,G9,210,2023
84702,G10,272,2023
84702,JHS,0,2023
84705,G7,137,2023
84705,G8,127,2023
84705,G9,116,2023
84705,G10,166,2023
84705,JHS,0,2023
84704,G7,163,2023
84704,G8,125,2023
84704,G9,172,2023
84704,G10,160,2023
84704,JHS,0,2023
84707,G7,188,2023
84707,G8,205,2023
84707,G9,242,2023
84707,G10,368,2023
84707,JHS,0,2023
84706,G7,181,2023
84706,G8,173,2023
84706,G9,233,2023
84706,G10,315,2023
84706,JHS,0,2023
84709,G7,136,2023
84709,G8,120,2023
84709,G9,156,2023
84709,G10,188,2023
84709,JHS,0,2023
84708,G7,128,2023
84708,G8,167,2023
84708,G9,150,2023
84708,G10,156,2023
84708,JHS,0,2023
84711,G7,513,2023
84711,G8,571,2023
84711,G9,660,2023
84711,G10,556,2023
84711,JHS,0,2023
84710,G7,526,2023
84710,G8,550,2023
84710,G9,657,2023
84710,G10,563,2023
84710,JHS,0,2023
84712,G7,460,2023
84712,G8,460,2023
84712,G9,537,2023
84712,G10,549,2023
84712,JHS,23,2023
84713,G7,432,2023
84713,G8,413,2023
84713,G9,531,2023
84713,G10,557,2023
84713,JHS,32,2023
84715,G7,400,2023
84715,G8,389,2023
84715,G9,436,2023
84715,G10,472,2023
84715,JHS,0,2023
84714,G7,454,2023
84714,G8,398,2023
84714,G9,433,2023
84714,G10,425,2023
84714,JHS,0,2023
84716,G7,291,2023
84716,G8,273,2023
84716,G9,356,2023
84716,G10,351,2023
84716,JHS,0,2023
84717,G7,323,2023
84717,G8,306,2023
84717,G9,324,2023
84717,G10,347,2023
84717,JHS,0,2023
84718,G7,378,2023
84718,G8,420,2023
84718,G9,431,2023
84718,G10,375,2023
84718,JHS,0,2023
84719,G7,374,2023
84719,G8,405,2023
84719,G9,378,2023
84719,G10,449,2023
84719,JHS,0,2023
84720,G7,170,2023
84720,G8,237,2023
84720,G9,197,2023
84720,G10,234,2023
84720,JHS,0,2023
84721,G7,203,2023
84721,G8,194,2023
84721,G9,196,2023
84721,G10,214,2023
84721,JHS,0,2023
84723,G7,345,2023
84723,G8,302,2023
84723,G9,375,2023
84723,G10,336,2023
84723,JHS,0,2023
84722,G7,307,2023
84722,G8,325,2023
84722,G9,355,2023
84722,G10,279,2023
84722,JHS,0,2023
84725,G7,175,2023
84725,G8,208,2023
84725,G9,257,2023
84725,G10,276,2023
84725,JHS,6,2023
84724,G7,178,2023
84724,G8,233,2023
84724,G9,278,2023
84724,G10,301,2023
84724,JHS,13,2023
84727,G7,454,2023
84727,G8,497,2023
84727,G9,494,2023
84727,G10,519,2023
84727,JHS,0,2023
84726,G7,477,2023
84726,G8,497,2023
84726,G9,460,2023
84726,G10,510,2023
84726,JHS,0,2023
84729,G7,176,2023
84729,G8,170,2023
84729,G9,183,2023
84729,G10,185,2023
84729,JHS,0,2023
84728,G7,202,2023
84728,G8,191,2023
84728,G9,161,2023
84728,G10,211,2023
84728,JHS,0,2023
84731,G7,259,2023
84731,G8,315,2023
84731,G9,320,2023
84731,G10,329,2023
84731,JHS,16,2023
84730,G7,295,2023
84730,G8,308,2023
84730,G9,323,2023
84730,G10,338,2023
84730,JHS,12,2023
84733,G7,397,2023
84733,G8,343,2023
84733,G9,393,2023
84733,G10,472,2023
84733,JHS,5,2023
84732,G7,427,2023
84732,G8,341,2023
84732,G9,384,2023
84732,G10,416,2023
84732,JHS,8,2023
84735,G7,138,2023
84735,G8,140,2023
84735,G9,132,2023
84735,G10,144,2023
84735,JHS,0,2023
84734,G7,134,2023
84734,G8,156,2023
84734,G9,161,2023
84734,G10,150,2023
84734,JHS,0,2023
84737,G7,542,2023
84737,G8,587,2023
84737,G9,617,2023
84737,G10,653,2023
84737,JHS,13,2023
84736,G7,550,2023
84736,G8,619,2023
84736,G9,633,2023
84736,G10,608,2023
84736,JHS,29,2023
84739,G7,154,2023
84739,G8,196,2023
84739,G9,172,2023
84739,G10,190,2023
84739,JHS,6,2023
84738,G7,182,2023
84738,G8,182,2023
84738,G9,218,2023
84738,G10,168,2023
84738,JHS,17,2023
84741,G7,159,2023
84741,G8,159,2023
84741,G9,163,2023
84741,G10,185,2023
84741,JHS,0,2023
84740,G7,170,2023
84740,G8,162,2023
84740,G9,165,2023
84740,G10,185,2023
84740,JHS,0,2023
84742,G7,288,2023
84742,G8,343,2023
84742,G9,357,2023
84742,G10,371,2023
84742,JHS,14,2023
84743,G7,330,2023
84743,G8,340,2023
84743,G9,369,2023
84743,G10,336,2023
84743,JHS,12,2023
84744,G7,350,2023
84744,G8,315,2023
84744,G9,336,2023
84744,G10,425,2023
84744,JHS,0,2023
84745,G7,354,2023
84745,G8,348,2023
84745,G9,329,2023
84745,G10,401,2023
84745,JHS,0,2023
84746,G7,71,2023
84746,G8,70,2023
84746,G9,80,2023
84746,G10,84,2023
84746,JHS,0,2023
84747,G7,81,2023
84747,G8,96,2023
84747,G9,84,2023
84747,G10,88,2023
84747,JHS,0,2023
84748,G7,193,2023
84748,G8,186,2023
84748,G9,185,2023
84748,G10,196,2023
84748,JHS,0,2023
84749,G7,185,2023
84749,G8,180,2023
84749,G9,217,2023
84749,G10,198,2023
84749,JHS,0,2023
84751,G7,162,2023
84751,G8,211,2023
84751,G9,213,2023
84751,G10,215,2023
84751,JHS,0,2023
84750,G7,208,2023
84750,G8,190,2023
84750,G9,188,2023
84750,G10,246,2023
84750,JHS,0,2023
84752,G7,195,2023
84752,G8,188,2023
84752,G9,201,2023
84752,G10,218,2023
84752,JHS,0,2023
84753,G7,217,2023
84753,G8,208,2023
84753,G9,211,2023
84753,G10,232,2023
84753,JHS,0,2023
84754,G7,327,2023
84754,G8,345,2023
84754,G9,342,2023
84754,G10,390,2023
84754,JHS,0,2023
84755,G7,342,2023
84755,G8,342,2023
84755,G9,378,2023
84755,G10,366,2023
84755,JHS,0,2023
84756,G7,398,2023
84756,G8,411,2023
84756,G9,429,2023
84756,G10,471,2023
84756,JHS,0,2023
84757,G7,438,2023
84757,G8,343,2023
84757,G9,461,2023
84757,G10,464,2023
84757,JHS,0,2023
84758,G7,75,2023
84758,G8,65,2023
84758,G9,88,2023
84758,G10,96,2023
84758,JHS,0,2023
84759,G7,54,2023
84759,G8,89,2023
84759,G9,87,2023
84759,G10,89,2023
84759,JHS,0,2023
