local_id,municipality,legis_district,brgy
3828,BATO,Lone District,BATALAY
3829,BATO,Lone District,BOTE
3830,BATO,Lone District,BUENAVISTA
3831,BATO,Lone District,CABUGAO
3832,BATO,Lone District,CAGRARAY
3833,BATO,Lone District,CARORIAN
3834,BATO,Lone District,GUINOBATAN
3835,BATO,Lone District,ILAWOD (POB.)
3836,BATO,Lone District,LIBJO
3837,BATO,Lone District,LIBOD POBLACION
3838,BATO,Lone District,MARINAWA
3839,BATO,Lone District,MINTAY
3840,BATO,Lone District,OGUIS
3841,BATO,Lone District,PANANAOGAN
3842,BATO,Lone District,SAN PEDRO
3843,BATO,Lone District,SAN ROQUE
3844,BATO,Lone District,SIBACUNGAN
3845,BATO,Lone District,SIPI
3846,BATUAN,1st District,BURGOS
3847,BATUAN,1st District,CANARES
3848,BATUAN,1st District,COSTA RICA
3849,BATUAN,1st District,DANAO
3850,BATUAN,1st District,GIBRALTAR
3851,BATUAN,1st District,MABUHAY
3852,BATUAN,1st District,MATABAO
3853,BATUAN,1st District,NASANDIG
3854,BATUAN,1st District,PANISIHAN
3855,BATUAN,1st District,POBLACION
3856,BATUAN,1st District,RIZAL
3857,BATUAN,1st District,ROYROY
3858,BATUAN,1st District,SAWANG
3859,BATUAN,3rd District,ALOJA
3860,BATUAN,3rd District,BEHIND THE CLOUDS (SAN JOSE)
3861,BATUAN,3rd District,CABACNITAN
3862,BATUAN,3rd District,CAMBACAY
3863,BATUAN,3rd District,CANTIGDAS
3864,BATUAN,3rd District,GARCIA
3865,BATUAN,3rd District,JANLUD
3866,BATUAN,3rd District,POBLACION NORTE
3867,BATUAN,3rd District,POBLACION SUR
3868,BATUAN,3rd District,POBLACION VIEJA (LONGSUDAAN)
3869,BATUAN,3rd District,QUEZON
3870,BATUAN,3rd District,QUIRINO
3871,BATUAN,3rd District,RIZAL
3872,BATUAN,3rd District,ROSARIOHAN
3873,BATUAN,3rd District,SANTA CRUZ
3874,BAUAN,2nd District,ALAGAO
3875,BAUAN,2nd District,APLAYA
3876,BAUAN,2nd District,AS-IS
3877,BAUAN,2nd District,BAGUILAWA
3878,BAUAN,2nd District,BALAYONG
3879,BAUAN,2nd District,BARANGAY  I (POB.)
3880,BAUAN,2nd District,BARANGAY  II (POB.)
3881,BAUAN,2nd District,BARANGAY  III (POB.)
3882,BAUAN,2nd District,BARANGAY  IV (POB.)
3883,BAUAN,2nd District,BOLO
3884,BAUAN,2nd District,COLVO
3885,BAUAN,2nd District,CUPANG
3886,BAUAN,2nd District,DURUNGAO
3887,BAUAN,2nd District,INICBULAN
3888,BAUAN,2nd District,LOCLOC
3889,BAUAN,2nd District,MANALUPONG
3890,BAUAN,2nd District,MANGHINAO PROPER
3891,BAUAN,2nd District,MANGHINAO UNO
3892,BAUAN,2nd District,NEW DANGLAYAN
3893,BAUAN,2nd District,PITUGO
3894,BAUAN,2nd District,SAN AGUSTIN
3895,BAUAN,2nd District,SAN ANDRES PROPER
3896,BAUAN,2nd District,SAN DIEGO
3897,BAUAN,2nd District,SAN PABLO
3898,BAUAN,2nd District,SAN PEDRO
3899,BAUAN,2nd District,SAN ROQUE
3900,BAUAN,2nd District,SAN TEODORO
3901,BAUAN,2nd District,SAN VICENTE
3902,BAUAN,2nd District,SINALA
3903,BAUANG,1st District,CENTRAL EAST (POB.)
3904,BAUANG,2nd District,ACAO
3905,BAUANG,2nd District,BACCUIT SUR
3906,BAUANG,2nd District,BAGBAG
3907,BAUANG,2nd District,BALLAY
3908,BAUANG,2nd District,BAWANTA
3909,BAUANG,2nd District,BOY-UTAN
3910,BAUANG,2nd District,BUCAYAB
3911,BAUANG,2nd District,CABALAYANGAN
3912,BAUANG,2nd District,CALUMBAYA
3913,BAUANG,2nd District,CASILAGAN
3914,BAUANG,2nd District,CENTRAL EAST (POB.)
3915,BAUANG,2nd District,CENTRAL WEST (POB.)
3916,BAUANG,2nd District,GUERRERO
3917,BAUANG,2nd District,LOWER SAN AGUSTIN
3918,BAUANG,2nd District,PAGDALAGAN SUR
3919,BAUANG,2nd District,PARIAN ESTE
3920,BAUANG,2nd District,PARIAN OESTE
3921,BAUANG,2nd District,PARINGAO
3922,BAUANG,2nd District,PAYOCPOC NORTE ESTE
3923,BAUANG,2nd District,PAYOCPOC SUR
3924,BAUANG,2nd District,PUDOC
3925,BAUANG,2nd District,PUGO
3926,BAUANG,2nd District,QUINAVITE
3927,BAUANG,2nd District,SANTA MONICA
3928,BAUANG,2nd District,SANTIAGO
3929,BAUANG,2nd District,UPPER SAN AGUSTIN
3930,BAUKO,Lone District,ABATAN
3931,BAUKO,Lone District,BAGNEN ORIENTE
3932,BAUKO,Lone District,BAGNEN PROPER
3933,BAUKO,Lone District,BALINTAUGAN
3934,BAUKO,Lone District,BANAO
3935,BAUKO,Lone District,BILA (BUA)
3936,BAUKO,Lone District,GUINZADAN CENTRAL
3937,BAUKO,Lone District,GUINZADAN NORTE
3938,BAUKO,Lone District,GUINZADAN SUR
3939,BAUKO,Lone District,LAGAWA
3940,BAUKO,Lone District,LESEB
3941,BAUKO,Lone District,MABAAY
3942,BAUKO,Lone District,MAYAG
3943,BAUKO,Lone District,MONAMON NORTE
3944,BAUKO,Lone District,MONAMON SUR
3945,BAUKO,Lone District,MOUNT DATA
3946,BAUKO,Lone District,OTUCAN NORTE
3947,BAUKO,Lone District,OTUCAN SUR
3948,BAUKO,Lone District,POBLACION (BAUKO)
3949,BAUKO,Lone District,SADSADAN
3950,BAUKO,Lone District,SINTO
3951,BAUKO,Lone District,TAPAPAN
3952,BAUNGON,1st District,BALINTAD
3953,BAUNGON,1st District,BUENAVISTA
3954,BAUNGON,1st District,DANATAG
3955,BAUNGON,1st District,IMBATUG (POB.)
3956,BAUNGON,1st District,KALILANGAN
3957,BAUNGON,1st District,LACOLAC
3958,BAUNGON,1st District,LANGAON
3959,BAUNGON,1st District,LIBORAN
3960,BAUNGON,1st District,LINGATING
3961,BAUNGON,1st District,MABUHAY
3962,BAUNGON,1st District,MABUNGA
3963,BAUNGON,1st District,NICDAO
3964,BAUNGON,1st District,PUALAS
3965,BAUNGON,1st District,SALIMBALAN
3966,BAUNGON,1st District,SAN MIGUEL
3967,BAUNGON,1st District,SAN VICENTE
3968,BAUTISTA,5th District,ARTACHO
3969,BAUTISTA,5th District,BALUYOT
3970,BAUTISTA,5th District,CABUAAN
3971,BAUTISTA,5th District,DIAZ
3972,BAUTISTA,5th District,KETEGAN
3973,BAUTISTA,5th District,NANDACAN
3974,BAUTISTA,5th District,NIBALIW SUR
3975,BAUTISTA,5th District,POBLACION EAST
3976,BAUTISTA,5th District,POGO
3977,BAUTISTA,5th District,POPONTO
3978,BAUTISTA,5th District,VACANTE
3979,BAUTISTA,5th District,VILLANUEVA
3980,BAY,2nd District,BITIN
3981,BAY,2nd District,CALO
3982,BAY,2nd District,DILA
3983,BAY,2nd District,MAITIM
3984,BAY,2nd District,MASAYA
3985,BAY,2nd District,PACIANO RIZAL
3986,BAY,2nd District,PUYPUY
3987,BAY,2nd District,SAN AGUSTIN (POB.)
3988,BAY,2nd District,SAN ANTONIO
3989,BAY,2nd District,SAN ISIDRO
3990,BAY,2nd District,SAN NICOLAS (POB.)
3991,BAY,2nd District,SANTA CRUZ
3992,BAY,2nd District,SANTO DOMINGO
3993,BAY,2nd District,TAGUMPAY
3994,BAY,2nd District,TRANCA
3995,BAYABAS,1st District,AMAG
3996,BAYABAS,1st District,BALETE (POB.)
3997,BAYABAS,1st District,CABUGO
3998,BAYABAS,1st District,CAGBAOTO
3999,BAYABAS,1st District,LA PAZ
4000,BAYABAS,1st District,MAGOBAWOK
4001,BAYABAS,1st District,PANAOSAWON
4002,BAYAMBANG,1st District,ZONE VI (POB.)
4003,BAYAMBANG,3rd District,ALINGGAN
4004,BAYAMBANG,3rd District,AMAMPEREZ
4005,BAYAMBANG,3rd District,AMANCOSILING SUR
4006,BAYAMBANG,3rd District,AMBAYAT II
4007,BAYAMBANG,3rd District,ATAYNAN
4008,BAYAMBANG,3rd District,BACNONO
4009,BAYAMBANG,3rd District,BALAYBUAYA
4010,BAYAMBANG,3rd District,BANI
4011,BAYAMBANG,3rd District,BELENG
4012,BAYAMBANG,3rd District,BICAL NORTE
4013,BAYAMBANG,3rd District,BICAL SUR
4014,BAYAMBANG,3rd District,BONGATO EAST
4015,BAYAMBANG,3rd District,BONGATO WEST
4016,BAYAMBANG,3rd District,BUAYAEN
4017,BAYAMBANG,3rd District,BUENLAG 1ST
4018,BAYAMBANG,3rd District,CARUNGAY
4019,BAYAMBANG,3rd District,CATURAY
4020,BAYAMBANG,3rd District,DARAWEY (TANGAL)
4021,BAYAMBANG,3rd District,DUSOC
4022,BAYAMBANG,3rd District,HERMOZA
4023,BAYAMBANG,3rd District,IDONG
4024,BAYAMBANG,3rd District,INIRANGAN
4025,BAYAMBANG,3rd District,LANGIRAN
4026,BAYAMBANG,3rd District,MACAYOCAYO
4027,BAYAMBANG,3rd District,MAGSAYSAY
4028,BAYAMBANG,3rd District,MAIGPA
4029,BAYAMBANG,3rd District,MALIMPEC
4030,BAYAMBANG,3rd District,MALIOER
4031,BAYAMBANG,3rd District,MANAGOS
4032,BAYAMBANG,3rd District,MANAMBONG NORTE
4033,BAYAMBANG,3rd District,MANAMBONG PARTE
4034,BAYAMBANG,3rd District,MANAMBONG SUR
4035,BAYAMBANG,3rd District,NALSIAN NORTE
4036,BAYAMBANG,3rd District,PANGDEL
4037,BAYAMBANG,3rd District,PANTOL
4038,BAYAMBANG,3rd District,PARAGOS
4039,BAYAMBANG,3rd District,POBLACION SUR
4040,BAYAMBANG,3rd District,SAN GABRIEL 1ST
4041,BAYAMBANG,3rd District,SAN GABRIEL 2ND
4042,BAYAMBANG,3rd District,SAN VICENTE
4043,BAYAMBANG,3rd District,SANGCAGULIS
4044,BAYAMBANG,3rd District,SANLIBO
4045,BAYAMBANG,3rd District,SAPANG
4046,BAYAMBANG,3rd District,TAMARO
4047,BAYAMBANG,3rd District,TAMPOG
4048,BAYAMBANG,3rd District,TANOLONG
4049,BAYAMBANG,3rd District,TATARAO
4050,BAYAMBANG,3rd District,TELBANG
4051,BAYAMBANG,3rd District,TOCOC WEST
4052,BAYAMBANG,3rd District,WARDING
4053,BAYAMBANG,3rd District,WAWA
4054,BAYAMBANG,3rd District,ZONE I (POB.)
4055,BAYAMBANG,3rd District,ZONE V (POB.)
4056,BAYAMBANG,3rd District,ZONE VI (POB.)
4057,BAYANG,2nd District,BAGOAINGUD
4058,BAYANG,2nd District,BANDINGUN
4059,BAYANG,2nd District,BIABI
4060,BAYANG,2nd District,BIALAAN
4061,BAYANG,2nd District,BUBONG LILOD
4062,BAYANG,2nd District,BUBONG RAYA
4063,BAYANG,2nd District,CADAYONAN
4064,BAYANG,2nd District,CONDARAAN POB. (CONDARAAN DIMADAP)
4065,BAYANG,2nd District,CORMATAN
4066,BAYANG,2nd District,GANDAMATO
4067,BAYANG,2nd District,ILIAN
4068,BAYANG,2nd District,LALAPUNG PROPER (POB.)
4069,BAYANG,2nd District,LINAO
4070,BAYANG,2nd District,LINUK (POB.)
4071,BAYANG,2nd District,LUMBAC
4072,BAYANG,2nd District,MALIWANAG
4073,BAYANG,2nd District,MAPANTAO
4074,BAYANG,2nd District,MIMBALAWAG
4075,BAYANG,2nd District,PALAO
4076,BAYANG,2nd District,PARAO
4077,BAYANG,2nd District,PATONG
4078,BAYANG,2nd District,RANTIAN
4079,BAYANG,2nd District,RINABOR (POB.)
4080,BAYANG,2nd District,SAMPORNA (POB.)
4081,BAYANG,2nd District,SAPA
4082,BAYANG,2nd District,SUGOD
4083,BAYANG,2nd District,SULTAN PANDAPATAN
4084,BAYANG,2nd District,SUMBAG (POB.)
4085,BAYANG,2nd District,TAGORANAO
4086,BAYANG,2nd District,TANGCAL
4087,BAYANG,2nd District,TOMAROMPONG
4088,BAYANG,2nd District,TUCA (POB.)
4089,BAYOG,2nd District,BAKING
4090,BAYOG,2nd District,BALUKBAHAN
4091,BAYOG,2nd District,BALUMBUNAN
4092,BAYOG,2nd District,BANTAL
4093,BAYOG,2nd District,BOBUAN
4094,BAYOG,2nd District,CAMP BLESSING
4095,BAYOG,2nd District,CANOAYAN
4096,BAYOG,2nd District,CONACON
4097,BAYOG,2nd District,DAGUM
4098,BAYOG,2nd District,DAMIT
4099,BAYOG,2nd District,DATAGAN
4100,BAYOG,2nd District,DEPASE
4101,BAYOG,2nd District,DEPILI
4102,BAYOG,2nd District,DEPORE
4103,BAYOG,2nd District,DEPOREHAN
4104,BAYOG,2nd District,DIMALINAO
4105,BAYOG,2nd District,KAHAYAGAN
4106,BAYOG,2nd District,KANIPAAN
4107,BAYOG,2nd District,LAMARE
4108,BAYOG,2nd District,LIBA
4109,BAYOG,2nd District,MATIN-AO
4110,BAYOG,2nd District,MATUN-OG
4111,BAYOG,2nd District,PANGI (SAN ISIDRO)
4112,BAYOG,2nd District,POBLACION
4113,BAYOG,2nd District,PULANG BATO
4114,BAYOG,2nd District,SALAWAGAN
4115,BAYOG,2nd District,SIGACAD
4116,BAYOG,2nd District,SUPON
4117,BAYOMBONG (Capital),Lone District,BANSING
4118,BAYOMBONG (Capital),Lone District,BONFAL EAST
4119,BAYOMBONG (Capital),Lone District,BONFAL PROPER
4120,BAYOMBONG (Capital),Lone District,BONFAL WEST
4121,BAYOMBONG (Capital),Lone District,BUENAVISTA (VISTA HILLS)
4122,BAYOMBONG (Capital),Lone District,BUSILAC
4123,BAYOMBONG (Capital),Lone District,CABUAAN
4124,BAYOMBONG (Capital),Lone District,CASAT
4125,BAYOMBONG (Capital),Lone District,DISTRICT III POB. (DON M. PEREZ)
4126,BAYOMBONG (Capital),Lone District,DON DOMINGO MADDELA POB. (DISTRICT I)
4127,BAYOMBONG (Capital),Lone District,DON MARIANO MARCOS
4128,BAYOMBONG (Capital),Lone District,DON TOMAS MADDELA POB. (DISTRICT II)
4129,BAYOMBONG (Capital),Lone District,IPIL-CUNEG
4130,BAYOMBONG (Capital),Lone District,LA TORRE SOUTH
4131,BAYOMBONG (Capital),Lone District,LUYANG
4132,BAYOMBONG (Capital),Lone District,MAGAPUY
4133,BAYOMBONG (Capital),Lone District,MAGSAYSAY
4134,BAYOMBONG (Capital),Lone District,MASOC
4135,BAYOMBONG (Capital),Lone District,PAITAN
4136,BAYOMBONG (Capital),Lone District,SALVACION
4137,BAYOMBONG (Capital),Lone District,SAN NICOLAS NORTH (LUYANG)
4138,BAYOMBONG (Capital),Lone District,SANTA ROSA
4139,BELISON,Lone District,BUENAVISTA
4140,BELISON,Lone District,CONCEPCION
4141,BELISON,Lone District,DELIMA
4142,BELISON,Lone District,MARADIONA
4143,BELISON,Lone District,MOJON
4144,BELISON,Lone District,POBLACION
4145,BELISON,Lone District,ROMBANG
4146,BELISON,Lone District,SINAJA
4147,BENITO SOLIVEN,2nd District,ANDABUEN
4148,BENITO SOLIVEN,2nd District,ARA
4149,BENITO SOLIVEN,2nd District,BALLIAO
4150,BENITO SOLIVEN,2nd District,BINOGTUNGAN
4151,BENITO SOLIVEN,2nd District,CAPUSERAN (CAPUROCAN)
4152,BENITO SOLIVEN,2nd District,DAGUPAN
4153,BENITO SOLIVEN,2nd District,DANIPA
4154,BENITO SOLIVEN,2nd District,DISTRICT I (POB.)
4155,BENITO SOLIVEN,2nd District,DISTRICT II (POB.)
4156,BENITO SOLIVEN,2nd District,GOMEZ
4157,BENITO SOLIVEN,2nd District,GUILINGAN
4158,BENITO SOLIVEN,2nd District,LA SALETTE
4159,BENITO SOLIVEN,2nd District,LUCBAN
4160,BENITO SOLIVEN,2nd District,MAKINDOL
4161,BENITO SOLIVEN,2nd District,MALUNO NORTE
4162,BENITO SOLIVEN,2nd District,MALUNO SUR
4163,BENITO SOLIVEN,2nd District,NACALMA
4164,BENITO SOLIVEN,2nd District,NEW MAGSAYSAY
4165,BENITO SOLIVEN,2nd District,PLACER
4166,BENITO SOLIVEN,2nd District,PUNIT
4167,BENITO SOLIVEN,2nd District,SAN CARLOS
4168,BENITO SOLIVEN,2nd District,SAN FRANCISCO
4169,BENITO SOLIVEN,2nd District,SANTA CRUZ
4170,BENITO SOLIVEN,2nd District,SANTIAGO
4171,BENITO SOLIVEN,2nd District,SEVILLANA
4172,BENITO SOLIVEN,2nd District,SINIPIT
4173,BENITO SOLIVEN,2nd District,VILLALUZ
4174,BENITO SOLIVEN,2nd District,YEBAN NORTE
4175,BENITO SOLIVEN,2nd District,YEBAN SUR
4176,BESAO,Lone District,AGAWA
4177,BESAO,Lone District,AMBAGUIO
4178,BESAO,Lone District,BANGUITAN
4179,BESAO,Lone District,BESAO WEST
4180,BESAO,Lone District,CATENGAN
4181,BESAO,Lone District,GUEDAY
4182,BESAO,Lone District,KIN-IWAY (POB.)
4183,BESAO,Lone District,LACMAAN
4184,BESAO,Lone District,LAYLAYA
4185,BESAO,Lone District,PADANGAN
4186,BESAO,Lone District,PAYEO
4187,BESAO,Lone District,SUQUIB
4188,BESAO,Lone District,TAMBOAN
4189,BIEN UNIDO,2nd District,BILANGBILANGAN DAKO
4190,BIEN UNIDO,2nd District,BILANGBILANGAN DIOT
4191,BIEN UNIDO,2nd District,HINGOTANAN EAST
4192,BIEN UNIDO,2nd District,LIBERTY
4193,BIEN UNIDO,2nd District,MALINGIN
4194,BIEN UNIDO,2nd District,MANDAWA
4195,BIEN UNIDO,2nd District,MAOMAWAN
4196,BIEN UNIDO,2nd District,NUEVA ESPERANZA
4197,BIEN UNIDO,2nd District,NUEVA ESTRELLA
4198,BIEN UNIDO,2nd District,PINAMGO
4199,BIEN UNIDO,2nd District,POBLACION (BIEN UNIDO)
4200,BIEN UNIDO,2nd District,PUERTO SAN PEDRO
4201,BIEN UNIDO,2nd District,SAGASA
4202,BIEN UNIDO,2nd District,TUBORAN
4203,BILAR,3rd District,BONIFACIO
4204,BILAR,3rd District,BUGANG NORTE
4205,BILAR,3rd District,CABACNITAN (MAGSAYSAY)
4206,BILAR,3rd District,CAMBIGSI
4207,BILAR,3rd District,CAMPAGAO
4208,BILAR,3rd District,CANSUMBOL
4209,BILAR,3rd District,DAGOHOY
4210,BILAR,3rd District,OWAC
4211,BILAR,3rd District,POBLACION
4212,BILAR,3rd District,QUEZON
4213,BILAR,3rd District,RIVERSIDE
4214,BILAR,3rd District,RIZAL
4215,BILAR,3rd District,ROXAS
4216,BILAR,3rd District,SUBAYON
4217,BILAR,3rd District,VILLA AURORA
4218,BILAR,3rd District,VILLA SUERTE
4219,BILAR,3rd District,YANAYA
4220,BILAR,3rd District,ZAMORA
4221,BILIRAN,Lone District,BATO
4222,BILIRAN,Lone District,BURABOD
4223,BILIRAN,Lone District,BUSALI
4224,BILIRAN,Lone District,CANILA
4225,BILIRAN,Lone District,HUGPA
4226,BILIRAN,Lone District,JULITA
4227,BILIRAN,Lone District,SAN ISIDRO (POB.)
4228,BILIRAN,Lone District,SAN ROQUE (POB.)
4229,BILIRAN,Lone District,SANGGALANG
4230,BILIRAN,Lone District,VILLA ENAGE (BARAS)
4231,BINALBAGAN,5th District,AMONTAY
4232,BINALBAGAN,5th District,BAGROY
4233,BINALBAGAN,5th District,BI-AO
4234,BINALBAGAN,5th District,CANMOROS (POB.)
4235,BINALBAGAN,5th District,ENCLARO
4236,BINALBAGAN,5th District,MARINA (POB.)
4237,BINALBAGAN,5th District,PAGLAUM (POB.)
4238,BINALBAGAN,5th District,PAYAO
4239,BINALBAGAN,5th District,PROGRESO (POB.)
4240,BINALBAGAN,5th District,SAN JOSE
4241,BINALBAGAN,5th District,SAN JUAN (POB.)
4242,BINALBAGAN,5th District,SAN PEDRO (POB.)
4243,BINALBAGAN,5th District,SAN TEODORO (POB.)
4244,BINALBAGAN,5th District,SAN VICENTE (POB.)
4245,BINALBAGAN,5th District,SANTO ROSARIO (POB.)
4246,BINALBAGAN,5th District,SANTOL
4247,BINALONAN,5th District,BALANGOBONG
4248,BINALONAN,5th District,BUED
4249,BINALONAN,5th District,BUGAYONG
4250,BINALONAN,5th District,CAMANGAAN
4251,BINALONAN,5th District,CANARVACANAN
4252,BINALONAN,5th District,CAPAS
4253,BINALONAN,5th District,CILI
4254,BINALONAN,5th District,DUMAYAT
4255,BINALONAN,5th District,LINMANSANGAN
4256,BINALONAN,5th District,MANGCASUY
4257,BINALONAN,5th District,MORENO
4258,BINALONAN,5th District,PASILENG SUR
4259,BINALONAN,5th District,POBLACION
4260,BINALONAN,5th District,SAN FELIPE CENTRAL
4261,BINALONAN,5th District,SAN FELIPE SUR
4262,BINALONAN,5th District,SANTA CATALINA
4263,BINALONAN,5th District,SANTA MARIA NORTE
4264,BINALONAN,5th District,SANTIAGO
4265,BINALONAN,5th District,SUMABNIT
4266,BINALONAN,5th District,TABUYOC
4267,BINALONAN,5th District,VACANTE
4268,BINANGONAN,1st District,BANGAD
4269,BINANGONAN,1st District,BATINGAN
4270,BINANGONAN,1st District,BILIBIRAN
4271,BINANGONAN,1st District,BOMBONG
4272,BINANGONAN,1st District,BUHANGIN
4273,BINANGONAN,1st District,CALUMPANG
4274,BINANGONAN,1st District,HABAGATAN
4275,BINANGONAN,1st District,ITHAN
4276,BINANGONAN,1st District,JANOSA
4277,BINANGONAN,1st District,KALAWAAN
4278,BINANGONAN,1st District,KALINAWAN
4279,BINANGONAN,1st District,KASILE
4280,BINANGONAN,1st District,KAYTOME
4281,BINANGONAN,1st District,KINABOOGAN
4282,BINANGONAN,1st District,KINAGATAN
4283,BINANGONAN,1st District,LAYUNAN (POB.)
4284,BINANGONAN,1st District,LIBID (POB.)
4285,BINANGONAN,1st District,LIBIS (POB.)
4286,BINANGONAN,1st District,LIMBON-LIMBON
4287,BINANGONAN,1st District,LUNSAD
4288,BINANGONAN,1st District,MACAMOT
4289,BINANGONAN,1st District,MAHABANG PARANG
4290,BINANGONAN,1st District,MALAKABAN
4291,BINANGONAN,1st District,MAMBOG
4292,BINANGONAN,1st District,PAG-ASA
4293,BINANGONAN,1st District,PALANGOY
4294,BINANGONAN,1st District,PANTOK
4295,BINANGONAN,1st District,PILA PILA
4296,BINANGONAN,1st District,PINAGDILAWAN
4297,BINANGONAN,1st District,PIPINDAN
4298,BINANGONAN,1st District,RAYAP
4299,BINANGONAN,1st District,SAN CARLOS
4300,BINANGONAN,1st District,SAPANG
4301,BINANGONAN,1st District,TABON
4302,BINANGONAN,1st District,TAGPOS
4303,BINANGONAN,1st District,TATALA
4304,BINANGONAN,1st District,TAYUMAN
4305,BINDOY (PAYABON),1st District,ATOTES
4306,BINDOY (PAYABON),1st District,BATANGAN
4307,BINDOY (PAYABON),1st District,BULOD
4308,BINDOY (PAYABON),1st District,CABCABAN
4309,BINDOY (PAYABON),1st District,CABUGAN
4310,BINDOY (PAYABON),1st District,CAMUDLAS
4311,BINDOY (PAYABON),1st District,CANLUTO
4312,BINDOY (PAYABON),1st District,DANAO
4313,BINDOY (PAYABON),1st District,DANAWAN
4314,BINDOY (PAYABON),1st District,DOMOLOG
4315,BINDOY (PAYABON),1st District,MALAGA
4316,BINDOY (PAYABON),1st District,MANSEJE
4317,BINDOY (PAYABON),1st District,MATOBATO
4318,BINDOY (PAYABON),1st District,NAGCASUNOG
4319,BINDOY (PAYABON),1st District,NALUNDAN
4320,BINDOY (PAYABON),1st District,PANGALAYCAYAN
4321,BINDOY (PAYABON),1st District,PEÃ‘AHAN
4322,BINDOY (PAYABON),1st District,POBLACION (PAYABON)
4323,BINDOY (PAYABON),1st District,SALONG
4324,BINDOY (PAYABON),1st District,TAGAYTAY
4325,BINDOY (PAYABON),1st District,TINAOGAN
4326,BINDOY (PAYABON),1st District,TUBOD
4327,BINGAWAN,3rd District,AGBA-O
4328,BINGAWAN,3rd District,ALABIDHAN
4329,BINGAWAN,3rd District,BULABOG
4330,BINGAWAN,3rd District,CAIROHAN
4331,BINGAWAN,3rd District,GUINHULACAN
4332,BINGAWAN,3rd District,INAMYUNGAN
4333,BINGAWAN,3rd District,MALITBOG ILAWOD
4334,BINGAWAN,3rd District,MALITBOG ILAYA
4335,BINGAWAN,3rd District,NGINGI-AN
4336,BINGAWAN,3rd District,POBLACION
4337,BINGAWAN,3rd District,QUINANGYANA
4338,BINGAWAN,3rd District,QUINAR-UPAN
4339,BINGAWAN,3rd District,TAPACON
4340,BINGAWAN,3rd District,TUBOD
4341,BINIDAYAN,2nd District,BALUT MAITO
4342,BINIDAYAN,2nd District,BASAK
4343,BINIDAYAN,2nd District,BUBONGA-RANAO
4344,BINIDAYAN,2nd District,INGUD
4345,BINIDAYAN,2nd District,KIALILIDAN
4346,BINIDAYAN,2nd District,LUMBAC
4347,BINIDAYAN,2nd District,MADAYA
4348,BINIDAYAN,2nd District,MAGONAYA
4349,BINIDAYAN,2nd District,MAINDIG
4350,BINIDAYAN,2nd District,OLAMA
4351,BINIDAYAN,2nd District,PAGALAMATAN (POB.)
4352,BINIDAYAN,2nd District,PANTAR
4353,BINIDAYAN,2nd District,PICALILANGAN
4354,BINIDAYAN,2nd District,SOLDARORO
4355,BINIDAYAN,2nd District,TAMBAC
4356,BINIDAYAN,2nd District,TIMBANGAN
4357,BINMALEY,2nd District,BALAGAN
4358,BINMALEY,2nd District,BALOGO
4359,BINMALEY,2nd District,BASING
4360,BINMALEY,2nd District,BAYBAY LOPEZ
4361,BINMALEY,2nd District,BIEC
4362,BINMALEY,2nd District,BUENLAG
4363,BINMALEY,2nd District,CALIT
4364,BINMALEY,2nd District,CALOOCAN DUPO
4365,BINMALEY,2nd District,CALOOCAN NORTE
4366,BINMALEY,2nd District,CALOOCAN SUR
4367,BINMALEY,2nd District,CAMALEY
4368,BINMALEY,2nd District,CANAOALAN
4369,BINMALEY,2nd District,DULAG
4370,BINMALEY,2nd District,GAYAMAN
4371,BINMALEY,2nd District,LINOC
4372,BINMALEY,2nd District,LOMBOY
4373,BINMALEY,2nd District,MALINDONG
4374,BINMALEY,2nd District,MANAT
4375,BINMALEY,2nd District,NAGPALANGAN
4376,BINMALEY,2nd District,NAGUILAYAN
4377,BINMALEY,2nd District,PALLAS
4378,BINMALEY,2nd District,PAPAGUEYAN
4379,BINMALEY,2nd District,PARAYAO
4380,BINMALEY,2nd District,POBLACION
4381,BINMALEY,2nd District,POTOTAN
4382,BINMALEY,2nd District,SABANGAN
4383,BINMALEY,2nd District,SAN ISIDRO NORTE
4384,BINMALEY,2nd District,SAN ISIDRO SUR
4385,BINMALEY,2nd District,SANTA ROSA
4386,BINMALEY,2nd District,TOMBOR
4387,BINONDO,1st District,BARANGAY 287
4388,BINONDO,3rd District,BARANGAY 290
4389,BINONDO,3rd District,BARANGAY 292
4390,BINUANGAN,1st District,DAMPIAS
4391,BINUANGAN,1st District,KITAMBAN
4392,BINUANGAN,1st District,KITAMBIS
4393,BINUANGAN,1st District,MABINI
4394,BINUANGAN,1st District,MOSANGOT
4395,BINUANGAN,1st District,NABATAAN
4396,BINUANGAN,1st District,POBLACION
4397,BINUANGAN,1st District,VALDECONCHA
4398,BIRI,1st District,KAUSWAGAN (BASUD)
4399,BIRI,1st District,MACARTHUR
4400,BIRI,1st District,PIO DEL PILAR
4401,BIRI,1st District,POBLACION (BIRI)
4402,BIRI,1st District,PROGRESSO
4403,BIRI,1st District,SAN ANTONIO
4404,BIRI,1st District,SAN PEDRO
4405,BIRI,1st District,SANTO NINO
4406,BOAC (Capital),Lone District,AGOT
4407,BOAC (Capital),Lone District,AGUMAYMAYAN
4408,BOAC (Capital),Lone District,AMOINGON
4409,BOAC (Capital),Lone District,BALAGASAN
4410,BOAC (Capital),Lone District,BALIMBING
4411,BOAC (Capital),Lone District,BAMBAN
4412,BOAC (Capital),Lone District,BANGBANGALON
4413,BOAC (Capital),Lone District,BANTAD
