enroll_id,grade,strand,track,counts
78266,G11,ACAD,ABM,9
78266,G11,ACAD,HUMSS,34
78266,G11,ACAD,STEM,0
78266,G11,ACAD,GAS,0
78266,G11,ACAD,PBM,0
78266,G11,NON ACAD,TVL,0
78266,G11,NON ACAD,SPORTS,0
78266,G11,NON ACAD,ARTS,0
78266,G12,ACAD,ABM,12
78266,G12,ACAD,HUMSS,54
78266,G12,ACAD,STEM,0
78266,G12,ACAD,GAS,0
78266,G12,ACAD,PBM,0
78266,G12,NON ACAD,TVL,0
78266,G12,NON ACAD,SPORTS,0
78266,G12,NON ACAD,ARTS,0
78266,G11,ACAD,ABM,11
78266,G11,ACAD,HUMSS,33
78266,G11,ACAD,STEM,0
78266,G11,ACAD,GAS,0
78266,G11,ACAD,PBM,0
78266,G11,NON ACAD,TVL,0
78266,G11,NON ACAD,SPORTS,0
78266,G11,NON ACAD,ARTS,0
78266,G12,ACAD,ABM,16
78266,G12,ACAD,HUMSS,32
78266,G12,ACAD,STEM,0
78266,G12,ACAD,GAS,0
78266,G12,ACAD,PBM,0
78266,G12,NON ACAD,TVL,0
78266,G12,NON ACAD,SPORTS,0
78266,G12,NON ACAD,ARTS,0
78717,G11,ACAD,ABM,0
78717,G11,ACAD,HUMSS,0
78717,G11,ACAD,STEM,0
78717,G11,ACAD,GAS,0
78717,G11,ACAD,PBM,0
78717,G11,NON ACAD,TVL,22
78717,G11,NON ACAD,SPORTS,0
78717,G11,NON ACAD,ARTS,0
78717,G12,ACAD,ABM,0
78717,G12,ACAD,HUMSS,0
78717,G12,ACAD,STEM,0
78717,G12,ACAD,GAS,0
78717,G12,ACAD,PBM,0
78717,G12,NON ACAD,TVL,20
78717,G12,NON ACAD,SPORTS,0
78717,G12,NON ACAD,ARTS,0
78717,G11,ACAD,ABM,0
78717,G11,ACAD,HUMSS,0
78717,G11,ACAD,STEM,0
78717,G11,ACAD,GAS,0
78717,G11,ACAD,PBM,0
78717,G11,NON ACAD,TVL,20
78717,G11,NON ACAD,SPORTS,0
78717,G11,NON ACAD,ARTS,0
78717,G12,ACAD,ABM,0
78717,G12,ACAD,HUMSS,0
78717,G12,ACAD,STEM,0
78717,G12,ACAD,GAS,0
78717,G12,ACAD,PBM,0
78717,G12,NON ACAD,TVL,16
78717,G12,NON ACAD,SPORTS,0
78717,G12,NON ACAD,ARTS,0
79467,G11,ACAD,ABM,33
79467,G11,ACAD,HUMSS,80
79467,G11,ACAD,STEM,39
79467,G11,ACAD,GAS,0
79467,G11,ACAD,PBM,0
79467,G11,NON ACAD,TVL,394
79467,G11,NON ACAD,SPORTS,32
79467,G11,NON ACAD,ARTS,0
79467,G12,ACAD,ABM,27
79467,G12,ACAD,HUMSS,67
79467,G12,ACAD,STEM,42
79467,G12,ACAD,GAS,0
79467,G12,ACAD,PBM,0
79467,G12,NON ACAD,TVL,313
79467,G12,NON ACAD,SPORTS,22
79467,G12,NON ACAD,ARTS,0
79467,G11,ACAD,ABM,45
79467,G11,ACAD,HUMSS,112
79467,G11,ACAD,STEM,59
79467,G11,ACAD,GAS,0
79467,G11,ACAD,PBM,0
79467,G11,NON ACAD,TVL,267
79467,G11,NON ACAD,SPORTS,11
79467,G11,NON ACAD,ARTS,0
79467,G12,ACAD,ABM,53
79467,G12,ACAD,HUMSS,103
79467,G12,ACAD,STEM,61
79467,G12,ACAD,GAS,0
79467,G12,ACAD,PBM,0
79467,G12,NON ACAD,TVL,154
79467,G12,NON ACAD,SPORTS,12
79467,G12,NON ACAD,ARTS,0
80826,G11,ACAD,ABM,51
80826,G11,ACAD,HUMSS,0
80826,G11,ACAD,STEM,0
80826,G11,ACAD,GAS,172
80826,G11,ACAD,PBM,0
80826,G11,NON ACAD,TVL,312
80826,G11,NON ACAD,SPORTS,0
80826,G11,NON ACAD,ARTS,0
80826,G12,ACAD,ABM,56
80826,G12,ACAD,HUMSS,0
80826,G12,ACAD,STEM,0
80826,G12,ACAD,GAS,235
80826,G12,ACAD,PBM,0
80826,G12,NON ACAD,TVL,325
80826,G12,NON ACAD,SPORTS,0
80826,G12,NON ACAD,ARTS,0
80826,G11,ACAD,ABM,112
80826,G11,ACAD,HUMSS,0
80826,G11,ACAD,STEM,0
80826,G11,ACAD,GAS,148
80826,G11,ACAD,PBM,0
80826,G11,NON ACAD,TVL,160
80826,G11,NON ACAD,SPORTS,0
80826,G11,NON ACAD,ARTS,0
80826,G12,ACAD,ABM,161
80826,G12,ACAD,HUMSS,0
80826,G12,ACAD,STEM,0
80826,G12,ACAD,GAS,169
80826,G12,ACAD,PBM,0
80826,G12,NON ACAD,TVL,169
80826,G12,NON ACAD,SPORTS,0
80826,G12,NON ACAD,ARTS,0
80909,G11,ACAD,ABM,43
80909,G11,ACAD,HUMSS,256
80909,G11,ACAD,STEM,28
80909,G11,ACAD,GAS,0
80909,G11,ACAD,PBM,0
80909,G11,NON ACAD,TVL,49
80909,G11,NON ACAD,SPORTS,0
80909,G11,NON ACAD,ARTS,0
80909,G12,ACAD,ABM,49
80909,G12,ACAD,HUMSS,345
80909,G12,ACAD,STEM,32
80909,G12,ACAD,GAS,0
80909,G12,ACAD,PBM,0
80909,G12,NON ACAD,TVL,58
80909,G12,NON ACAD,SPORTS,0
80909,G12,NON ACAD,ARTS,0
80909,G11,ACAD,ABM,87
80909,G11,ACAD,HUMSS,172
80909,G11,ACAD,STEM,55
80909,G11,ACAD,GAS,0
80909,G11,ACAD,PBM,0
80909,G11,NON ACAD,TVL,41
80909,G11,NON ACAD,SPORTS,0
80909,G11,NON ACAD,ARTS,0
80909,G12,ACAD,ABM,114
80909,G12,ACAD,HUMSS,280
80909,G12,ACAD,STEM,45
80909,G12,ACAD,GAS,0
80909,G12,ACAD,PBM,0
80909,G12,NON ACAD,TVL,44
80909,G12,NON ACAD,SPORTS,0
80909,G12,NON ACAD,ARTS,0
82312,G11,ACAD,ABM,5
82312,G11,ACAD,HUMSS,0
82312,G11,ACAD,STEM,16
82312,G11,ACAD,GAS,146
82312,G11,ACAD,PBM,0
82312,G11,NON ACAD,TVL,159
82312,G11,NON ACAD,SPORTS,0
82312,G11,NON ACAD,ARTS,0
82312,G12,ACAD,ABM,7
82312,G12,ACAD,HUMSS,0
82312,G12,ACAD,STEM,32
82312,G12,ACAD,GAS,135
82312,G12,ACAD,PBM,0
82312,G12,NON ACAD,TVL,121
82312,G12,NON ACAD,SPORTS,0
82312,G12,NON ACAD,ARTS,0
82312,G11,ACAD,ABM,21
82312,G11,ACAD,HUMSS,0
82312,G11,ACAD,STEM,34
82312,G11,ACAD,GAS,195
82312,G11,ACAD,PBM,0
82312,G11,NON ACAD,TVL,76
82312,G11,NON ACAD,SPORTS,0
82312,G11,NON ACAD,ARTS,0
82312,G12,ACAD,ABM,35
82312,G12,ACAD,HUMSS,0
82312,G12,ACAD,STEM,38
82312,G12,ACAD,GAS,140
82312,G12,ACAD,PBM,0
82312,G12,NON ACAD,TVL,61
82312,G12,NON ACAD,SPORTS,0
82312,G12,NON ACAD,ARTS,0
83594,G11,ACAD,ABM,12
83594,G11,ACAD,HUMSS,0
83594,G11,ACAD,STEM,0
83594,G11,ACAD,GAS,0
83594,G11,ACAD,PBM,0
83594,G11,NON ACAD,TVL,97
83594,G11,NON ACAD,SPORTS,0
83594,G11,NON ACAD,ARTS,0
83594,G12,ACAD,ABM,11
83594,G12,ACAD,HUMSS,0
83594,G12,ACAD,STEM,0
83594,G12,ACAD,GAS,0
83594,G12,ACAD,PBM,0
83594,G12,NON ACAD,TVL,100
83594,G12,NON ACAD,SPORTS,0
83594,G12,NON ACAD,ARTS,0
83594,G11,ACAD,ABM,26
83594,G11,ACAD,HUMSS,0
83594,G11,ACAD,STEM,0
83594,G11,ACAD,GAS,0
83594,G11,ACAD,PBM,0
83594,G11,NON ACAD,TVL,69
83594,G11,NON ACAD,SPORTS,0
83594,G11,NON ACAD,ARTS,0
83594,G12,ACAD,ABM,42
83594,G12,ACAD,HUMSS,0
83594,G12,ACAD,STEM,0
83594,G12,ACAD,GAS,0
83594,G12,ACAD,PBM,0
83594,G12,NON ACAD,TVL,79
83594,G12,NON ACAD,SPORTS,0
83594,G12,NON ACAD,ARTS,0
83777,G11,ACAD,ABM,15
83777,G11,ACAD,HUMSS,44
83777,G11,ACAD,STEM,0
83777,G11,ACAD,GAS,0
83777,G11,ACAD,PBM,0
83777,G11,NON ACAD,TVL,0
83777,G11,NON ACAD,SPORTS,0
83777,G11,NON ACAD,ARTS,0
83777,G12,ACAD,ABM,11
83777,G12,ACAD,HUMSS,41
83777,G12,ACAD,STEM,0
83777,G12,ACAD,GAS,0
83777,G12,ACAD,PBM,0
83777,G12,NON ACAD,TVL,0
83777,G12,NON ACAD,SPORTS,0
83777,G12,NON ACAD,ARTS,0
83777,G11,ACAD,ABM,23
83777,G11,ACAD,HUMSS,34
83777,G11,ACAD,STEM,0
83777,G11,ACAD,GAS,0
83777,G11,ACAD,PBM,0
83777,G11,NON ACAD,TVL,0
83777,G11,NON ACAD,SPORTS,0
83777,G11,NON ACAD,ARTS,0
83777,G12,ACAD,ABM,14
83777,G12,ACAD,HUMSS,39
83777,G12,ACAD,STEM,0
83777,G12,ACAD,GAS,0
83777,G12,ACAD,PBM,0
83777,G12,NON ACAD,TVL,0
83777,G12,NON ACAD,SPORTS,0
83777,G12,NON ACAD,ARTS,0
84248,G11,ACAD,ABM,1
84248,G11,ACAD,HUMSS,45
84248,G11,ACAD,STEM,0
84248,G11,ACAD,GAS,0
84248,G11,ACAD,PBM,0
84248,G11,NON ACAD,TVL,30
84248,G11,NON ACAD,SPORTS,0
84248,G11,NON ACAD,ARTS,0
84248,G12,ACAD,ABM,5
84248,G12,ACAD,HUMSS,58
84248,G12,ACAD,STEM,0
84248,G12,ACAD,GAS,0
84248,G12,ACAD,PBM,0
84248,G12,NON ACAD,TVL,7
84248,G12,NON ACAD,SPORTS,0
84248,G12,NON ACAD,ARTS,0
84248,G11,ACAD,ABM,7
84248,G11,ACAD,HUMSS,41
84248,G11,ACAD,STEM,0
84248,G11,ACAD,GAS,0
84248,G11,ACAD,PBM,0
84248,G11,NON ACAD,TVL,17
84248,G11,NON ACAD,SPORTS,0
84248,G11,NON ACAD,ARTS,0
84248,G12,ACAD,ABM,12
84248,G12,ACAD,HUMSS,20
84248,G12,ACAD,STEM,0
84248,G12,ACAD,GAS,0
84248,G12,ACAD,PBM,0
84248,G12,NON ACAD,TVL,11
84248,G12,NON ACAD,SPORTS,0
84248,G12,NON ACAD,ARTS,0
84601,G11,ACAD,ABM,0
84601,G11,ACAD,HUMSS,15
84601,G11,ACAD,STEM,13
84601,G11,ACAD,GAS,21
84601,G11,ACAD,PBM,0
84601,G11,NON ACAD,TVL,60
84601,G11,NON ACAD,SPORTS,0
84601,G11,NON ACAD,ARTS,0
84601,G12,ACAD,ABM,0
84601,G12,ACAD,HUMSS,26
84601,G12,ACAD,STEM,34
84601,G12,ACAD,GAS,58
84601,G12,ACAD,PBM,0
84601,G12,NON ACAD,TVL,134
84601,G12,NON ACAD,SPORTS,0
84601,G12,NON ACAD,ARTS,0
84601,G11,ACAD,ABM,0
84601,G11,ACAD,HUMSS,31
84601,G11,ACAD,STEM,17
84601,G11,ACAD,GAS,19
84601,G11,ACAD,PBM,0
84601,G11,NON ACAD,TVL,46
84601,G11,NON ACAD,SPORTS,0
84601,G11,NON ACAD,ARTS,0
84601,G12,ACAD,ABM,0
84601,G12,ACAD,HUMSS,60
84601,G12,ACAD,STEM,35
84601,G12,ACAD,GAS,42
84601,G12,ACAD,PBM,0
84601,G12,NON ACAD,TVL,68
84601,G12,NON ACAD,SPORTS,0
84601,G12,NON ACAD,ARTS,0
84656,G11,ACAD,ABM,2
84656,G11,ACAD,HUMSS,0
84656,G11,ACAD,STEM,9
84656,G11,ACAD,GAS,13
84656,G11,ACAD,PBM,0
84656,G11,NON ACAD,TVL,80
84656,G11,NON ACAD,SPORTS,0
84656,G11,NON ACAD,ARTS,0
84656,G12,ACAD,ABM,4
84656,G12,ACAD,HUMSS,0
84656,G12,ACAD,STEM,4
84656,G12,ACAD,GAS,13
84656,G12,ACAD,PBM,0
84656,G12,NON ACAD,TVL,67
84656,G12,NON ACAD,SPORTS,0
84656,G12,NON ACAD,ARTS,0
84656,G11,ACAD,ABM,10
84656,G11,ACAD,HUMSS,0
84656,G11,ACAD,STEM,12
84656,G11,ACAD,GAS,23
84656,G11,ACAD,PBM,0
84656,G11,NON ACAD,TVL,44
84656,G11,NON ACAD,SPORTS,0
84656,G11,NON ACAD,ARTS,0
84656,G12,ACAD,ABM,12
84656,G12,ACAD,HUMSS,0
84656,G12,ACAD,STEM,9
84656,G12,ACAD,GAS,17
84656,G12,ACAD,PBM,0
84656,G12,NON ACAD,TVL,23
84656,G12,NON ACAD,SPORTS,0
84656,G12,NON ACAD,ARTS,0
84796,G11,ACAD,ABM,7
84796,G11,ACAD,HUMSS,67
84796,G11,ACAD,STEM,21
84796,G11,ACAD,GAS,0
84796,G11,ACAD,PBM,0
84796,G11,NON ACAD,TVL,21
84796,G11,NON ACAD,SPORTS,0
84796,G11,NON ACAD,ARTS,0
84796,G12,ACAD,ABM,6
84796,G12,ACAD,HUMSS,72
84796,G12,ACAD,STEM,10
84796,G12,ACAD,GAS,0
84796,G12,ACAD,PBM,0
84796,G12,NON ACAD,TVL,22
84796,G12,NON ACAD,SPORTS,0
84796,G12,NON ACAD,ARTS,0
84796,G11,ACAD,ABM,20
84796,G11,ACAD,HUMSS,38
84796,G11,ACAD,STEM,16
84796,G11,ACAD,GAS,0
84796,G11,ACAD,PBM,0
84796,G11,NON ACAD,TVL,16
84796,G11,NON ACAD,SPORTS,0
84796,G11,NON ACAD,ARTS,0
84796,G12,ACAD,ABM,30
84796,G12,ACAD,HUMSS,52
84796,G12,ACAD,STEM,16
84796,G12,ACAD,GAS,0
84796,G12,ACAD,PBM,0
84796,G12,NON ACAD,TVL,17
84796,G12,NON ACAD,SPORTS,0
84796,G12,NON ACAD,ARTS,0
84813,G11,ACAD,ABM,49
84813,G11,ACAD,HUMSS,297
84813,G11,ACAD,STEM,169
84813,G11,ACAD,GAS,0
84813,G11,ACAD,PBM,0
84813,G11,NON ACAD,TVL,298
84813,G11,NON ACAD,SPORTS,0
84813,G11,NON ACAD,ARTS,0
84813,G12,ACAD,ABM,57
84813,G12,ACAD,HUMSS,311
84813,G12,ACAD,STEM,147
84813,G12,ACAD,GAS,0
84813,G12,ACAD,PBM,0
84813,G12,NON ACAD,TVL,269
84813,G12,NON ACAD,SPORTS,0
84813,G12,NON ACAD,ARTS,0
84813,G11,ACAD,ABM,180
84813,G11,ACAD,HUMSS,282
84813,G11,ACAD,STEM,244
84813,G11,ACAD,GAS,0
84813,G11,ACAD,PBM,0
84813,G11,NON ACAD,TVL,125
84813,G11,NON ACAD,SPORTS,0
84813,G11,NON ACAD,ARTS,0
84813,G12,ACAD,ABM,193
84813,G12,ACAD,HUMSS,276
84813,G12,ACAD,STEM,232
84813,G12,ACAD,GAS,0
84813,G12,ACAD,PBM,0
84813,G12,NON ACAD,TVL,77
84813,G12,NON ACAD,SPORTS,0
84813,G12,NON ACAD,ARTS,0
84821,G11,ACAD,ABM,11
84821,G11,ACAD,HUMSS,31
84821,G11,ACAD,STEM,0
84821,G11,ACAD,GAS,0
84821,G11,ACAD,PBM,0
84821,G11,NON ACAD,TVL,0
84821,G11,NON ACAD,SPORTS,0
84821,G11,NON ACAD,ARTS,0
84821,G12,ACAD,ABM,6
84821,G12,ACAD,HUMSS,39
84821,G12,ACAD,STEM,0
84821,G12,ACAD,GAS,0
84821,G12,ACAD,PBM,0
84821,G12,NON ACAD,TVL,0
84821,G12,NON ACAD,SPORTS,0
84821,G12,NON ACAD,ARTS,0
84821,G11,ACAD,ABM,13
84821,G11,ACAD,HUMSS,32
84821,G11,ACAD,STEM,0
84821,G11,ACAD,GAS,0
84821,G11,ACAD,PBM,0
84821,G11,NON ACAD,TVL,0
84821,G11,NON ACAD,SPORTS,0
84821,G11,NON ACAD,ARTS,0
84821,G12,ACAD,ABM,15
84821,G12,ACAD,HUMSS,18
84821,G12,ACAD,STEM,0
84821,G12,ACAD,GAS,0
84821,G12,ACAD,PBM,0
84821,G12,NON ACAD,TVL,0
84821,G12,NON ACAD,SPORTS,0
84821,G12,NON ACAD,ARTS,0
84887,G11,ACAD,ABM,42
84887,G11,ACAD,HUMSS,67
84887,G11,ACAD,STEM,17
84887,G11,ACAD,GAS,0
84887,G11,ACAD,PBM,0
84887,G11,NON ACAD,TVL,0
84887,G11,NON ACAD,SPORTS,0
84887,G11,NON ACAD,ARTS,0
84887,G12,ACAD,ABM,48
84887,G12,ACAD,HUMSS,83
84887,G12,ACAD,STEM,11
84887,G12,ACAD,GAS,0
84887,G12,ACAD,PBM,0
84887,G12,NON ACAD,TVL,0
84887,G12,NON ACAD,SPORTS,0
84887,G12,NON ACAD,ARTS,0
84887,G11,ACAD,ABM,34
84887,G11,ACAD,HUMSS,56
84887,G11,ACAD,STEM,29
84887,G11,ACAD,GAS,0
84887,G11,ACAD,PBM,0
84887,G11,NON ACAD,TVL,0
84887,G11,NON ACAD,SPORTS,0
84887,G11,NON ACAD,ARTS,0
84887,G12,ACAD,ABM,44
84887,G12,ACAD,HUMSS,91
84887,G12,ACAD,STEM,23
84887,G12,ACAD,GAS,0
84887,G12,ACAD,PBM,0
84887,G12,NON ACAD,TVL,0
84887,G12,NON ACAD,SPORTS,0
84887,G12,NON ACAD,ARTS,0
84888,G11,ACAD,ABM,7
84888,G11,ACAD,HUMSS,37
84888,G11,ACAD,STEM,18
84888,G11,ACAD,GAS,55
84888,G11,ACAD,PBM,0
84888,G11,NON ACAD,TVL,66
84888,G11,NON ACAD,SPORTS,0
84888,G11,NON ACAD,ARTS,0
84888,G12,ACAD,ABM,7
84888,G12,ACAD,HUMSS,32
84888,G12,ACAD,STEM,13
84888,G12,ACAD,GAS,41
84888,G12,ACAD,PBM,0
84888,G12,NON ACAD,TVL,50
84888,G12,NON ACAD,SPORTS,0
84888,G12,NON ACAD,ARTS,0
84888,G11,ACAD,ABM,24
84888,G11,ACAD,HUMSS,46
84888,G11,ACAD,STEM,17
84888,G11,ACAD,GAS,35
84888,G11,ACAD,PBM,0
84888,G11,NON ACAD,TVL,29
84888,G11,NON ACAD,SPORTS,0
84888,G11,NON ACAD,ARTS,0
84888,G12,ACAD,ABM,25
84888,G12,ACAD,HUMSS,40
84888,G12,ACAD,STEM,17
84888,G12,ACAD,GAS,33
84888,G12,ACAD,PBM,0
84888,G12,NON ACAD,TVL,27
84888,G12,NON ACAD,SPORTS,0
84888,G12,NON ACAD,ARTS,0
84891,G11,ACAD,ABM,13
84891,G11,ACAD,HUMSS,0
84891,G11,ACAD,STEM,0
84891,G11,ACAD,GAS,76
84891,G11,ACAD,PBM,0
84891,G11,NON ACAD,TVL,92
84891,G11,NON ACAD,SPORTS,0
84891,G11,NON ACAD,ARTS,0
84891,G12,ACAD,ABM,8
84891,G12,ACAD,HUMSS,0
84891,G12,ACAD,STEM,0
84891,G12,ACAD,GAS,85
84891,G12,ACAD,PBM,0
84891,G12,NON ACAD,TVL,81
84891,G12,NON ACAD,SPORTS,0
84891,G12,NON ACAD,ARTS,0
84891,G11,ACAD,ABM,20
84891,G11,ACAD,HUMSS,0
84891,G11,ACAD,STEM,0
84891,G11,ACAD,GAS,73
84891,G11,ACAD,PBM,0
84891,G11,NON ACAD,TVL,131
84891,G11,NON ACAD,SPORTS,0
84891,G11,NON ACAD,ARTS,0
84891,G12,ACAD,ABM,36
84891,G12,ACAD,HUMSS,0
84891,G12,ACAD,STEM,0
84891,G12,ACAD,GAS,78
84891,G12,ACAD,PBM,0
84891,G12,NON ACAD,TVL,91
84891,G12,NON ACAD,SPORTS,0
84891,G12,NON ACAD,ARTS,0
84920,G11,ACAD,ABM,48
84920,G11,ACAD,HUMSS,111
84920,G11,ACAD,STEM,33
84920,G11,ACAD,GAS,0
84920,G11,ACAD,PBM,0
84920,G11,NON ACAD,TVL,156
84920,G11,NON ACAD,SPORTS,0
84920,G11,NON ACAD,ARTS,0
84920,G12,ACAD,ABM,56
84920,G12,ACAD,HUMSS,86
84920,G12,ACAD,STEM,16
84920,G12,ACAD,GAS,0
84920,G12,ACAD,PBM,0
84920,G12,NON ACAD,TVL,129
84920,G12,NON ACAD,SPORTS,0
84920,G12,NON ACAD,ARTS,0
84920,G11,ACAD,ABM,72
84920,G11,ACAD,HUMSS,132
84920,G11,ACAD,STEM,28
84920,G11,ACAD,GAS,0
84920,G11,ACAD,PBM,0
84920,G11,NON ACAD,TVL,59
84920,G11,NON ACAD,SPORTS,0
84920,G11,NON ACAD,ARTS,0
84920,G12,ACAD,ABM,87
84920,G12,ACAD,HUMSS,128
84920,G12,ACAD,STEM,24
84920,G12,ACAD,GAS,0
84920,G12,ACAD,PBM,0
84920,G12,NON ACAD,TVL,51
84920,G12,NON ACAD,SPORTS,0
84920,G12,NON ACAD,ARTS,0
84933,G11,ACAD,ABM,0
84933,G11,ACAD,HUMSS,0
84933,G11,ACAD,STEM,0
84933,G11,ACAD,GAS,3
84933,G11,ACAD,PBM,0
84933,G11,NON ACAD,TVL,44
84933,G11,NON ACAD,SPORTS,0
84933,G11,NON ACAD,ARTS,0
84933,G12,ACAD,ABM,0
84933,G12,ACAD,HUMSS,0
84933,G12,ACAD,STEM,0
84933,G12,ACAD,GAS,15
84933,G12,ACAD,PBM,0
84933,G12,NON ACAD,TVL,39
84933,G12,NON ACAD,SPORTS,0
84933,G12,NON ACAD,ARTS,0
84933,G11,ACAD,ABM,0
84933,G11,ACAD,HUMSS,0
84933,G11,ACAD,STEM,0
84933,G11,ACAD,GAS,16
84933,G11,ACAD,PBM,0
84933,G11,NON ACAD,TVL,17
84933,G11,NON ACAD,SPORTS,0
84933,G11,NON ACAD,ARTS,0
84933,G12,ACAD,ABM,0
84933,G12,ACAD,HUMSS,0
84933,G12,ACAD,STEM,0
84933,G12,ACAD,GAS,20
84933,G12,ACAD,PBM,0
84933,G12,NON ACAD,TVL,34
84933,G12,NON ACAD,SPORTS,0
84933,G12,NON ACAD,ARTS,0
84975,G11,ACAD,ABM,0
84975,G11,ACAD,HUMSS,115
84975,G11,ACAD,STEM,159
84975,G11,ACAD,GAS,0
84975,G11,ACAD,PBM,0
84975,G11,NON ACAD,TVL,0
84975,G11,NON ACAD,SPORTS,0
84975,G11,NON ACAD,ARTS,0
84975,G12,ACAD,ABM,0
84975,G12,ACAD,HUMSS,93
84975,G12,ACAD,STEM,118
84975,G12,ACAD,GAS,0
84975,G12,ACAD,PBM,0
84975,G12,NON ACAD,TVL,0
84975,G12,NON ACAD,SPORTS,0
84975,G12,NON ACAD,ARTS,0
84975,G11,ACAD,ABM,0
84975,G11,ACAD,HUMSS,114
84975,G11,ACAD,STEM,129
84975,G11,ACAD,GAS,0
84975,G11,ACAD,PBM,0
84975,G11,NON ACAD,TVL,0
84975,G11,NON ACAD,SPORTS,0
84975,G11,NON ACAD,ARTS,0
84975,G12,ACAD,ABM,0
84975,G12,ACAD,HUMSS,82
84975,G12,ACAD,STEM,111
84975,G12,ACAD,GAS,0
84975,G12,ACAD,PBM,0
84975,G12,NON ACAD,TVL,0
84975,G12,NON ACAD,SPORTS,0
84975,G12,NON ACAD,ARTS,0
84985,G11,ACAD,ABM,0
84985,G11,ACAD,HUMSS,0
84985,G11,ACAD,STEM,0
84985,G11,ACAD,GAS,0
84985,G11,ACAD,PBM,0
84985,G11,NON ACAD,TVL,8
84985,G11,NON ACAD,SPORTS,0
84985,G11,NON ACAD,ARTS,0
84985,G12,ACAD,ABM,0
84985,G12,ACAD,HUMSS,0
84985,G12,ACAD,STEM,0
84985,G12,ACAD,GAS,0
84985,G12,ACAD,PBM,0
84985,G12,NON ACAD,TVL,19
84985,G12,NON ACAD,SPORTS,0
84985,G12,NON ACAD,ARTS,0
84985,G11,ACAD,ABM,0
84985,G11,ACAD,HUMSS,0
84985,G11,ACAD,STEM,0
84985,G11,ACAD,GAS,0
84985,G11,ACAD,PBM,0
84985,G11,NON ACAD,TVL,2
84985,G11,NON ACAD,SPORTS,0
84985,G11,NON ACAD,ARTS,0
84985,G12,ACAD,ABM,0
84985,G12,ACAD,HUMSS,0
84985,G12,ACAD,STEM,0
84985,G12,ACAD,GAS,0
84985,G12,ACAD,PBM,0
84985,G12,NON ACAD,TVL,3
84985,G12,NON ACAD,SPORTS,0
84985,G12,NON ACAD,ARTS,0
84996,G11,ACAD,ABM,3
84996,G11,ACAD,HUMSS,0
84996,G11,ACAD,STEM,0
84996,G11,ACAD,GAS,13
84996,G11,ACAD,PBM,0
84996,G11,NON ACAD,TVL,0
84996,G11,NON ACAD,SPORTS,0
84996,G11,NON ACAD,ARTS,0
84996,G12,ACAD,ABM,12
84996,G12,ACAD,HUMSS,0
84996,G12,ACAD,STEM,0
84996,G12,ACAD,GAS,22
84996,G12,ACAD,PBM,0
84996,G12,NON ACAD,TVL,0
84996,G12,NON ACAD,SPORTS,0
84996,G12,NON ACAD,ARTS,0
84996,G11,ACAD,ABM,8
84996,G11,ACAD,HUMSS,0
84996,G11,ACAD,STEM,0
84996,G11,ACAD,GAS,10
84996,G11,ACAD,PBM,0
84996,G11,NON ACAD,TVL,0
84996,G11,NON ACAD,SPORTS,0
84996,G11,NON ACAD,ARTS,0
84996,G12,ACAD,ABM,28
84996,G12,ACAD,HUMSS,0
84996,G12,ACAD,STEM,0
84996,G12,ACAD,GAS,33
84996,G12,ACAD,PBM,0
84996,G12,NON ACAD,TVL,0
84996,G12,NON ACAD,SPORTS,0
84996,G12,NON ACAD,ARTS,0
85020,G11,ACAD,ABM,0
85020,G11,ACAD,HUMSS,0
85020,G11,ACAD,STEM,0
85020,G11,ACAD,GAS,0
85020,G11,ACAD,PBM,0
85020,G11,NON ACAD,TVL,0
85020,G11,NON ACAD,SPORTS,25
85020,G11,NON ACAD,ARTS,0
85020,G12,ACAD,ABM,0
85020,G12,ACAD,HUMSS,0
85020,G12,ACAD,STEM,0
85020,G12,ACAD,GAS,0
85020,G12,ACAD,PBM,0
85020,G12,NON ACAD,TVL,0
85020,G12,NON ACAD,SPORTS,27
85020,G12,NON ACAD,ARTS,0
85020,G11,ACAD,ABM,0
85020,G11,ACAD,HUMSS,0
85020,G11,ACAD,STEM,0
85020,G11,ACAD,GAS,0
85020,G11,ACAD,PBM,0
85020,G11,NON ACAD,TVL,0
85020,G11,NON ACAD,SPORTS,5
85020,G11,NON ACAD,ARTS,0
85020,G12,ACAD,ABM,0
85020,G12,ACAD,HUMSS,0
85020,G12,ACAD,STEM,0
85020,G12,ACAD,GAS,0
85020,G12,ACAD,PBM,0
85020,G12,NON ACAD,TVL,0
85020,G12,NON ACAD,SPORTS,8
85020,G12,NON ACAD,ARTS,0
85052,G11,ACAD,ABM,14
85052,G11,ACAD,HUMSS,37
85052,G11,ACAD,STEM,17
85052,G11,ACAD,GAS,28
85052,G11,ACAD,PBM,0
85052,G11,NON ACAD,TVL,0
85052,G11,NON ACAD,SPORTS,0
85052,G11,NON ACAD,ARTS,0
85052,G12,ACAD,ABM,19
85052,G12,ACAD,HUMSS,52
85052,G12,ACAD,STEM,27
85052,G12,ACAD,GAS,48
85052,G12,ACAD,PBM,0
85052,G12,NON ACAD,TVL,0
85052,G12,NON ACAD,SPORTS,0
85052,G12,NON ACAD,ARTS,0
85052,G11,ACAD,ABM,32
85052,G11,ACAD,HUMSS,49
85052,G11,ACAD,STEM,29
85052,G11,ACAD,GAS,19
85052,G11,ACAD,PBM,0
85052,G11,NON ACAD,TVL,0
85052,G11,NON ACAD,SPORTS,0
85052,G11,NON ACAD,ARTS,0
85052,G12,ACAD,ABM,43
