region_id,region,division,district,province
1792,Region VI,Iloilo City,Jaro,ILOILO
1793,Region VI,Iloilo City,Lapaz,ILOILO
1794,Region VI,Iloilo City,Mandurriao,ILOILO
1795,Region VI,Iloilo City,Molo,ILOILO
1796,Region VI,Iloilo City,Montes-Lapuz,ILOILO
1797,Region VI,Kabankalan City,Kabankalan I,NEGROS OCCIDENTAL
1798,Region VI,Kabankalan City,Kabankalan II,NEGROS OCCIDENTAL
1799,Region VI,Kabankalan City,Kabankalan III,NEGROS OCCIDENTAL
1800,Region VI,Kabankalan City,Kabankalan IV,NEGROS OCCIDENTAL
1801,Region VI,Kabankalan City,Kabankalan V,NEGROS OCCIDENTAL
1802,Region VI,La Carlota City,La Carlota City District   I,NEGROS OCCIDENTAL
1803,Region VI,La Carlota City,La Carlota City District   II,NEGROS OCCIDENTAL
1804,Region VI,La Carlota City,La Carlota City District   III,NEGROS OCCIDENTAL
1805,Region VI,Negros Occidental,Binalbagan I,NEGROS OCCIDENTAL
1806,Region VI,Negros Occidental,Binalbagan II,NEGROS OCCIDENTAL
1807,Region VI,Negros Occidental,Calatrava I,NEGROS OCCIDENTAL
1808,Region VI,Negros Occidental,Calatrava II,NEGROS OCCIDENTAL
1809,Region VI,Negros Occidental,Candoni,NEGROS OCCIDENTAL
1810,Region VI,Negros Occidental,Cauayan I,NEGROS OCCIDENTAL
1811,Region VI,Negros Occidental,Cauayan II,NEGROS OCCIDENTAL
1812,Region VI,Negros Occidental,Enrique B. Magalona,NEGROS OCCIDENTAL
1813,Region VI,Negros Occidental,Hinigaran I,NEGROS OCCIDENTAL
1814,Region VI,Negros Occidental,Hinigaran II,NEGROS OCCIDENTAL
1815,Region VI,Negros Occidental,Hinobaan,NEGROS OCCIDENTAL
1816,Region VI,Negros Occidental,Ilog I,NEGROS OCCIDENTAL
1817,Region VI,Negros Occidental,Ilog II,NEGROS OCCIDENTAL
1818,Region VI,Negros Occidental,Isabela I,NEGROS OCCIDENTAL
1819,Region VI,Negros Occidental,Isabela II,NEGROS OCCIDENTAL
1820,Region VI,Negros Occidental,La Castellana I,NEGROS OCCIDENTAL
1821,Region VI,Negros Occidental,La Castellana II,NEGROS OCCIDENTAL
1822,Region VI,Negros Occidental,Manapla,NEGROS OCCIDENTAL
1823,Region VI,Negros Occidental,Moises Padilla,NEGROS OCCIDENTAL
1824,Region VI,Negros Occidental,Murcia I,NEGROS OCCIDENTAL
1825,Region VI,Negros Occidental,Murcia II,NEGROS OCCIDENTAL
1826,Region VI,Negros Occidental,Pontevedra I,NEGROS OCCIDENTAL
1827,Region VI,Negros Occidental,Pontevedra II,NEGROS OCCIDENTAL
1828,Region VI,Negros Occidental,Pulupandan,NEGROS OCCIDENTAL
1829,Region VI,Negros Occidental,Salvador Benedicto,NEGROS OCCIDENTAL
1830,Region VI,Negros Occidental,San Enrique,NEGROS OCCIDENTAL
1831,Region VI,Negros Occidental,Talisay I,NEGROS OCCIDENTAL
1832,Region VI,Negros Occidental,Talisay II,NEGROS OCCIDENTAL
1833,Region VI,Negros Occidental,Talisay III,NEGROS OCCIDENTAL
1834,Region VI,Negros Occidental,Toboso,NEGROS OCCIDENTAL
1835,Region VI,Negros Occidental,Valladolid,NEGROS OCCIDENTAL
1836,Region VI,Passi City,Passi City District I (West),ILOILO
1837,Region VI,Passi City,Passi City District II (East),ILOILO
1838,Region VI,Roxas City,Roxas City District I,CAPIZ
1839,Region VI,Roxas City,Roxas City District II,CAPIZ
1840,Region VI,Roxas City,Roxas City District III,CAPIZ
1841,Region VI,Sagay City,Sagay City District I,NEGROS OCCIDENTAL
1842,Region VI,Sagay City,Sagay City District II,NEGROS OCCIDENTAL
1843,Region VI,Sagay City,Sagay City District III,NEGROS OCCIDENTAL
1844,Region VI,San Carlos City,San Carlos City District I,NEGROS OCCIDENTAL
1845,Region VI,San Carlos City,San Carlos City District II,NEGROS OCCIDENTAL
1846,Region VI,San Carlos City,San Carlos City District III,NEGROS OCCIDENTAL
1847,Region VI,San Carlos City,San Carlos City District IV,NEGROS OCCIDENTAL
1848,Region VI,San Carlos City,San Carlos City District V,NEGROS OCCIDENTAL
1849,Region VI,Silay City,Silay City District I,NEGROS OCCIDENTAL
1850,Region VI,Silay City,Silay City District II,NEGROS OCCIDENTAL
1851,Region VI,Silay City,Silay City District III,NEGROS OCCIDENTAL
1852,Region VI,Silay City,Silay City District IV,NEGROS OCCIDENTAL
1853,Region VI,Sipalay City,District 1,NEGROS OCCIDENTAL
1854,Region VI,Sipalay City,District 2,NEGROS OCCIDENTAL
1855,Region VI,Victorias City,Victorias I,NEGROS OCCIDENTAL
1856,Region VI,Victorias City,Victorias II,NEGROS OCCIDENTAL
1857,Region VII,Bais City,Bais City North,NEGROS ORIENTAL
1858,Region VII,Bais City,Bais City South,NEGROS ORIENTAL
1859,Region VII,Bayawan City,Basay,NEGROS ORIENTAL
1860,Region VII,Bayawan City,Bayawan East,NEGROS ORIENTAL
1861,Region VII,Bayawan City,Bayawan West,NEGROS ORIENTAL
1862,Region VII,Bogo City,Bogo I,CEBU
1863,Region VII,Bogo City,Bogo II,CEBU
1864,Region VII,Bogo City,Bogo III,CEBU
1865,Region VII,Bohol,Alburquerque,BOHOL
1866,Region VII,Bohol,Alicia,BOHOL
1867,Region VII,Bohol,Anda,BOHOL
1868,Region VII,Bohol,Antequera,BOHOL
1869,Region VII,Bohol,Baclayon,BOHOL
1870,Region VII,Bohol,Balilihan,BOHOL
1871,Region VII,Bohol,Batuan,BOHOL
1872,Region VII,Bohol,Bien Unido,BOHOL
1873,Region VII,Bohol,Bilar,BOHOL
1874,Region VII,Bohol,Buenavista,BOHOL
1875,Region VII,Bohol,Calape,BOHOL
1876,Region VII,Bohol,Candijay,BOHOL
1877,Region VII,Bohol,Carmen,BOHOL
1878,Region VII,Bohol,Catigbian,BOHOL
1879,Region VII,Bohol,Clarin,BOHOL
1880,Region VII,Bohol,Corella,BOHOL
1881,Region VII,Bohol,Cortes,BOHOL
1882,Region VII,Bohol,Dagohoy,BOHOL
1883,Region VII,Bohol,Danao,BOHOL
1884,Region VII,Bohol,Dauis,BOHOL
1885,Region VII,Bohol,Dimiao,BOHOL
1886,Region VII,Bohol,Duero,BOHOL
1887,Region VII,Bohol,Garcia-Hernandez,BOHOL
1888,Region VII,Bohol,Getafe,BOHOL
1889,Region VII,Bohol,Guindulman,BOHOL
1890,Region VII,Bohol,Inabanga North,BOHOL
1891,Region VII,Bohol,Inabanga South,BOHOL
1892,Region VII,Bohol,Jagna,BOHOL
1893,Region VII,Bohol,Lila,BOHOL
1894,Region VII,Bohol,Loay,BOHOL
1895,Region VII,Bohol,Loboc,BOHOL
1896,Region VII,Bohol,Loon North,BOHOL
1897,Region VII,Bohol,Loon South,BOHOL
1898,Region VII,Bohol,Mabini,BOHOL
1899,Region VII,Bohol,Maribojoc,BOHOL
1900,Region VII,Bohol,Panglao,BOHOL
1901,Region VII,Bohol,Pilar,BOHOL
1902,Region VII,Bohol,Pres. C. P. Garcia,BOHOL
1903,Region VII,Bohol,Sagbayan,BOHOL
1904,Region VII,Bohol,San Isidro,BOHOL
1905,Region VII,Bohol,San Miguel,BOHOL
1906,Region VII,Bohol,Sevilla,BOHOL
1907,Region VII,Bohol,Sierra Bullones,BOHOL
1908,Region VII,Bohol,Sikatuna,BOHOL
1909,Region VII,Bohol,Talibon I,BOHOL
1910,Region VII,Bohol,Talibon II,BOHOL
1911,Region VII,Bohol,Trinidad,BOHOL
1912,Region VII,Bohol,Tubigon,BOHOL
1913,Region VII,Bohol,Ubay I (Northeast),BOHOL
1914,Region VII,Bohol,Ubay II (East),BOHOL
1915,Region VII,Bohol,Ubay III (Southwest),BOHOL
1916,Region VII,Bohol,Valencia,BOHOL
1917,Region VII,Canlaon City,Canlaon City,NEGROS ORIENTAL
1918,Region VII,Carcar City,Carcar I,CEBU
1919,Region VII,Carcar City,Carcar II,CEBU
1920,Region VII,Cebu,Alcantara,CEBU
1921,Region VII,Cebu,Alcoy,CEBU
1922,Region VII,Cebu,Alegria,CEBU
1923,Region VII,Cebu,Aloguinsan,CEBU
1924,Region VII,Cebu,Argao I,CEBU
1925,Region VII,Cebu,Argao II,CEBU
1926,Region VII,Cebu,Asturias,CEBU
1927,Region VII,Cebu,Badian,CEBU
1928,Region VII,Cebu,Balamban I,CEBU
1929,Region VII,Cebu,Balamban II,CEBU
1930,Region VII,Cebu,Bantayan I,CEBU
1931,Region VII,Cebu,Bantayan II,CEBU
1932,Region VII,Cebu,Barili I,CEBU
1933,Region VII,Cebu,Barili II,CEBU
1934,Region VII,Cebu,Boljoon,CEBU
1935,Region VII,Cebu,Borbon,CEBU
1936,Region VII,Cebu,Carmen,CEBU
1937,Region VII,Cebu,Catmon,CEBU
1938,Region VII,Cebu,Compostela,CEBU
1939,Region VII,Cebu,Consolacion,CEBU
1940,Region VII,Cebu,Cordova,CEBU
1941,Region VII,Cebu,Daanbantayan I,CEBU
1942,Region VII,Cebu,Daanbantayan II,CEBU
1943,Region VII,Cebu,Dalaguete I,CEBU
1944,Region VII,Cebu,Dalaguete II,CEBU
1945,Region VII,Cebu,Dumanjug I,CEBU
1946,Region VII,Cebu,Dumanjug II,CEBU
1947,Region VII,Cebu,Ginatilan,CEBU
1948,Region VII,Cebu,Liloan,CEBU
1949,Region VII,Cebu,Madridejos,CEBU
1950,Region VII,Cebu,Malabuyoc,CEBU
1951,Region VII,Cebu,Medellin,CEBU
1952,Region VII,Cebu,Minglanilla I,CEBU
1953,Region VII,Cebu,Minglanilla II,CEBU
1954,Region VII,Cebu,Moalboal,CEBU
1955,Region VII,Cebu,Oslob,CEBU
1956,Region VII,Cebu,Pilar,CEBU
1957,Region VII,Cebu,Pinamungajan 1,CEBU
1958,Region VII,Cebu,Pinamungajan 2,CEBU
1959,Region VII,Cebu,Poro,CEBU
1960,Region VII,Cebu,Ronda,CEBU
1961,Region VII,Cebu,Samboan,CEBU
1962,Region VII,Cebu,San Fernando,CEBU
1963,Region VII,Cebu,San Francisco,CEBU
1964,Region VII,Cebu,San Remegio I,CEBU
1965,Region VII,Cebu,San Remegio II,CEBU
1966,Region VII,Cebu,Santa Fe,CEBU
1967,Region VII,Cebu,Santander,CEBU
1968,Region VII,Cebu,Sibonga,CEBU
1969,Region VII,Cebu,Sogod,CEBU
1970,Region VII,Cebu,Tabogon,CEBU
1971,Region VII,Cebu,Tabuelan,CEBU
1972,Region VII,Cebu,Tuburan I,CEBU
1973,Region VII,Cebu,Tuburan II,CEBU
1974,Region VII,Cebu,Tudela,CEBU
1975,Region VII,Cebu City,North District 1,CEBU
1976,Region VII,Cebu City,North District 2,CEBU
1977,Region VII,Cebu City,North District 3,CEBU
1978,Region VII,Cebu City,North District 4,CEBU
1979,Region VII,Cebu City,North District 5,CEBU
1980,Region VII,Cebu City,North District 6,CEBU
1981,Region VII,Cebu City,North District 7,CEBU
1982,Region VII,Cebu City,North District 8,CEBU
1983,Region VII,Cebu City,South District 1,CEBU
1984,Region VII,Cebu City,South District 2,CEBU
1985,Region VII,Cebu City,South District 3,CEBU
1986,Region VII,Cebu City,South District 4,CEBU
1987,Region VII,Cebu City,South District 5,CEBU
1988,Region VII,Cebu City,South District 6,CEBU
1989,Region VII,Cebu City,South District 7,CEBU
1990,Region VII,Cebu City,South District 8,CEBU
1991,Region VII,"City of Naga, Cebu",Naga I,CEBU
1992,Region VII,"City of Naga, Cebu",Naga II,CEBU
1993,Region VII,"City of Naga, Cebu",Naga III,CEBU
1994,Region VII,Danao City,Danao City East,CEBU
1995,Region VII,Danao City,Danao City North,CEBU
1996,Region VII,Danao City,Danao City South,CEBU
1997,Region VII,Danao City,Danao City West,CEBU
1998,Region VII,Dumaguete City,Dumaguete City North District,NEGROS ORIENTAL
1999,Region VII,Dumaguete City,Dumaguete City South District,NEGROS ORIENTAL
2000,Region VII,Dumaguete City,Dumaguete City West District,NEGROS ORIENTAL
2001,Region VII,Guihulngan City,Guihulngan North,NEGROS ORIENTAL
2002,Region VII,Guihulngan City,Guihulngan South,NEGROS ORIENTAL
2003,Region VII,Guihulngan City,Vallehermoso,NEGROS ORIENTAL
2004,Region VII,Lapu-Lapu City,Lapu-Lapu City East District,CEBU
2005,Region VII,Lapu-Lapu City,Lapu-Lapu City North District,CEBU
2006,Region VII,Lapu-Lapu City,Lapu-Lapu City South District,CEBU
2007,Region VII,Lapu-Lapu City,Lapu-Lapu City West District,CEBU
2008,Region VII,Mandaue City,Mandaue City Central District,CEBU
2009,Region VII,Mandaue City,Mandaue City North District,CEBU
2010,Region VII,Mandaue City,Mandaue City South District,CEBU
2011,Region VII,Mandaue City,Mandaue City West District,CEBU
2012,Region VII,Negros Oriental,Amlan,NEGROS ORIENTAL
2013,Region VII,Negros Oriental,Ayungon,NEGROS ORIENTAL
2014,Region VII,Negros Oriental,Bacong,NEGROS ORIENTAL
2015,Region VII,Negros Oriental,Bindoy,NEGROS ORIENTAL
2016,Region VII,Negros Oriental,Dauin,NEGROS ORIENTAL
2017,Region VII,Negros Oriental,Jimalalud,NEGROS ORIENTAL
2018,Region VII,Negros Oriental,La Libertad,NEGROS ORIENTAL
2019,Region VII,Negros Oriental,Mabinay I,NEGROS ORIENTAL
2020,Region VII,Negros Oriental,Mabinay II,NEGROS ORIENTAL
2021,Region VII,Negros Oriental,Manjuyod,NEGROS ORIENTAL
2022,Region VII,Negros Oriental,San Jose,NEGROS ORIENTAL
2023,Region VII,Negros Oriental,Siaton East,NEGROS ORIENTAL
2024,Region VII,Negros Oriental,Siaton West,NEGROS ORIENTAL
2025,Region VII,Negros Oriental,Sibulan,NEGROS ORIENTAL
2026,Region VII,Negros Oriental,Sta. Catalina North,NEGROS ORIENTAL
2027,Region VII,Negros Oriental,Sta. Catalina South,NEGROS ORIENTAL
2028,Region VII,Negros Oriental,Tayasan,NEGROS ORIENTAL
2029,Region VII,Negros Oriental,Valencia,NEGROS ORIENTAL
2030,Region VII,Negros Oriental,Zamboanguita,NEGROS ORIENTAL
2031,Region VII,Siquijor,Larena,SIQUIJOR
2032,Region VII,Siquijor,Lazi,SIQUIJOR
2033,Region VII,Siquijor,Maria,SIQUIJOR
2034,Region VII,Siquijor,San Juan,SIQUIJOR
2035,Region VII,Siquijor,Siquijor,SIQUIJOR
2036,Region VII,Tagbilaran City,Tagbilaran City,BOHOL
2037,Region VII,Talisay City,Talisay City I,CEBU
2038,Region VII,Talisay City,Talisay City II,CEBU
2039,Region VII,Talisay City,Talisay City III,CEBU
2040,Region VII,Tanjay City,Pamplona District,NEGROS ORIENTAL
2041,Region VII,Tanjay City,Tanjay City North,NEGROS ORIENTAL
2042,Region VII,Tanjay City,Tanjay City South,NEGROS ORIENTAL
2043,Region VII,Tanjay City,Tanjay City West,NEGROS ORIENTAL
2044,Region VII,Toledo City,Toledo City East District,CEBU
2045,Region VII,Toledo City,Toledo City North District,CEBU
2046,Region VII,Toledo City,Toledo City South District,CEBU
2047,Region VII,Toledo City,Toledo City West District,CEBU
2048,Region VIII,Baybay City,Baybay I,LEYTE
2049,Region VIII,Baybay City,Baybay II,LEYTE
2050,Region VIII,Baybay City,Baybay III,LEYTE
2051,Region VIII,Baybay City,Baybay IV,LEYTE
2052,Region VIII,Biliran,Almeria,BILIRAN
2053,Region VIII,Biliran,Biliran,BILIRAN
2054,Region VIII,Biliran,Cabucgayan,BILIRAN
2055,Region VIII,Biliran,Caibiran,BILIRAN
2056,Region VIII,Biliran,Culaba,BILIRAN
2057,Region VIII,Biliran,Kawayan,BILIRAN
2058,Region VIII,Biliran,Maripipi,BILIRAN
2059,Region VIII,Biliran,Naval North,BILIRAN
2060,Region VIII,Biliran,Naval South,BILIRAN
2061,Region VIII,Borongan City,Borongan East,EASTERN SAMAR
2062,Region VIII,Borongan City,Borongan North,EASTERN SAMAR
2063,Region VIII,Borongan City,Borongan South,EASTERN SAMAR
2064,Region VIII,Calbayog City,Calbayog District I,WESTERN SAMAR
2065,Region VIII,Calbayog City,Calbayog District II,WESTERN SAMAR
2066,Region VIII,Calbayog City,Calbayog District III,WESTERN SAMAR
2067,Region VIII,Calbayog City,Calbayog District IV,WESTERN SAMAR
2068,Region VIII,Calbayog City,Calbayog District V,WESTERN SAMAR
2069,Region VIII,Calbayog City,Oquendo District I,WESTERN SAMAR
2070,Region VIII,Calbayog City,Oquendo District II,WESTERN SAMAR
2071,Region VIII,Calbayog City,Tinambacan District I,WESTERN SAMAR
2072,Region VIII,Calbayog City,Tinambacan District II,WESTERN SAMAR
2073,Region VIII,Calbayog City,Tinambacan District III,WESTERN SAMAR
2074,Region VIII,Catbalogan City,Catbalogan I,WESTERN SAMAR
2075,Region VIII,Catbalogan City,Catbalogan II,WESTERN SAMAR
2076,Region VIII,Catbalogan City,Catbalogan III,WESTERN SAMAR
2077,Region VIII,Catbalogan City,Catbalogan IV,WESTERN SAMAR
2078,Region VIII,Catbalogan City,Catbalogan V,WESTERN SAMAR
2079,Region VIII,Eastern Samar,Arteche,EASTERN SAMAR
2080,Region VIII,Eastern Samar,Balangiga-Lawaan,EASTERN SAMAR
2081,Region VIII,Eastern Samar,Balangkayan,EASTERN SAMAR
2082,Region VIII,Eastern Samar,Can-Avid,EASTERN SAMAR
2083,Region VIII,Eastern Samar,Dolores I,EASTERN SAMAR
2084,Region VIII,Eastern Samar,Dolores II,EASTERN SAMAR
2085,Region VIII,Eastern Samar,General Macarthur-Hernani,EASTERN SAMAR
2086,Region VIII,Eastern Samar,Giporlos,EASTERN SAMAR
2087,Region VIII,Eastern Samar,Guiuan East,EASTERN SAMAR
2088,Region VIII,Eastern Samar,Guiuan North,EASTERN SAMAR
2089,Region VIII,Eastern Samar,Guiuan South,EASTERN SAMAR
2090,Region VIII,Eastern Samar,Hernani,EASTERN SAMAR
2091,Region VIII,Eastern Samar,Jipapad,EASTERN SAMAR
2092,Region VIII,Eastern Samar,Lawaan,EASTERN SAMAR
2093,Region VIII,Eastern Samar,Llorente,EASTERN SAMAR
2094,Region VIII,Eastern Samar,Maslog,EASTERN SAMAR
2095,Region VIII,Eastern Samar,Maydolong,EASTERN SAMAR
2096,Region VIII,Eastern Samar,Mercedes,EASTERN SAMAR
2097,Region VIII,Eastern Samar,Oras East,EASTERN SAMAR
2098,Region VIII,Eastern Samar,Oras West,EASTERN SAMAR
2099,Region VIII,Eastern Samar,Quinapundan,EASTERN SAMAR
2100,Region VIII,Eastern Samar,Salcedo I,EASTERN SAMAR
2101,Region VIII,Eastern Samar,Salcedo II,EASTERN SAMAR
2102,Region VIII,Eastern Samar,San Julian,EASTERN SAMAR
2103,Region VIII,Eastern Samar,San Policarpo,EASTERN SAMAR
2104,Region VIII,Eastern Samar,Sulat,EASTERN SAMAR
2105,Region VIII,Eastern Samar,Taft,EASTERN SAMAR
2106,Region VIII,Leyte,Abuyog East,LEYTE
2107,Region VIII,Leyte,Abuyog North,LEYTE
2108,Region VIII,Leyte,Abuyog South,LEYTE
2109,Region VIII,Leyte,Alangalang I,LEYTE
2110,Region VIII,Leyte,Alangalang II,LEYTE
2111,Region VIII,Leyte,Albuera North,LEYTE
2112,Region VIII,Leyte,Albuera South,LEYTE
2113,Region VIII,Leyte,Babatngon,LEYTE
2114,Region VIII,Leyte,Barugo I,LEYTE
2115,Region VIII,Leyte,Barugo II,LEYTE
2116,Region VIII,Leyte,Bato,LEYTE
2117,Region VIII,Leyte,Burauen North,LEYTE
2118,Region VIII,Leyte,Burauen South,LEYTE
2119,Region VIII,Leyte,Calubian North,LEYTE
2120,Region VIII,Leyte,Calubian South,LEYTE
2121,Region VIII,Leyte,Capoocan,LEYTE
2122,Region VIII,Leyte,Carigara I,LEYTE
2123,Region VIII,Leyte,Carigara II,LEYTE
2124,Region VIII,Leyte,Dagami North,LEYTE
2125,Region VIII,Leyte,Dagami South,LEYTE
2126,Region VIII,Leyte,Dulag North,LEYTE
2127,Region VIII,Leyte,Dulag South,LEYTE
2128,Region VIII,Leyte,Hilongos North,LEYTE
2129,Region VIII,Leyte,Hilongos South,LEYTE
2130,Region VIII,Leyte,Hindang,LEYTE
2131,Region VIII,Leyte,Inopacan,LEYTE
2132,Region VIII,Leyte,Isabel,LEYTE
2133,Region VIII,Leyte,Jaro I,LEYTE
2134,Region VIII,Leyte,Jaro II,LEYTE
2135,Region VIII,Leyte,Javier,LEYTE
2136,Region VIII,Leyte,Julita,LEYTE
2137,Region VIII,Leyte,Kananga I,LEYTE
2138,Region VIII,Leyte,Kananga II,LEYTE
2139,Region VIII,Leyte,La Paz,LEYTE
2140,Region VIII,Leyte,Leyte I,LEYTE
2141,Region VIII,Leyte,Leyte II,LEYTE
2142,Region VIII,Leyte,Macarthur,LEYTE
2143,Region VIII,Leyte,Mahaplag,LEYTE
2144,Region VIII,Leyte,Matag-Ob,LEYTE
2145,Region VIII,Leyte,Matalom North,LEYTE
2146,Region VIII,Leyte,Matalom South,LEYTE
2147,Region VIII,Leyte,Mayorga,LEYTE
2148,Region VIII,Leyte,Merida,LEYTE
2149,Region VIII,Leyte,Palo I,LEYTE
2150,Region VIII,Leyte,Palo II,LEYTE
2151,Region VIII,Leyte,Palompon North,LEYTE
2152,Region VIII,Leyte,Palompon South,LEYTE
2153,Region VIII,Leyte,Pastrana,LEYTE
2154,Region VIII,Leyte,San Isidro,LEYTE
2155,Region VIII,Leyte,San Miguel,LEYTE
2156,Region VIII,Leyte,Sta. Fe,LEYTE
2157,Region VIII,Leyte,Tabango North,LEYTE
2158,Region VIII,Leyte,Tabango South,LEYTE
2159,Region VIII,Leyte,Tabontabon,LEYTE
2160,Region VIII,Leyte,Tanauan I,LEYTE
2161,Region VIII,Leyte,Tanauan II,LEYTE
2162,Region VIII,Leyte,Tolosa,LEYTE
2163,Region VIII,Leyte,Tunga,LEYTE
2164,Region VIII,Leyte,Villaba North,LEYTE
2165,Region VIII,Leyte,Villaba South,LEYTE
2166,Region VIII,Maasin City,Maasin City I,SOUTHERN LEYTE
2167,Region VIII,Maasin City,Maasin City II,SOUTHERN LEYTE
2168,Region VIII,Maasin City,Maasin City III,SOUTHERN LEYTE
2169,Region VIII,Maasin City,Maasin City IV,SOUTHERN LEYTE
2170,Region VIII,Northern Samar,Allen,NORTHERN SAMAR
2171,Region VIII,Northern Samar,Biri,NORTHERN SAMAR
2172,Region VIII,Northern Samar,Bobon,NORTHERN SAMAR
2173,Region VIII,Northern Samar,Capul,NORTHERN SAMAR
2174,Region VIII,Northern Samar,Catarman I,NORTHERN SAMAR
2175,Region VIII,Northern Samar,Catarman II,NORTHERN SAMAR
2176,Region VIII,Northern Samar,Catarman III,NORTHERN SAMAR
2177,Region VIII,Northern Samar,Catarman IV,NORTHERN SAMAR
2178,Region VIII,Northern Samar,Catubig I,NORTHERN SAMAR
2179,Region VIII,Northern Samar,Catubig II,NORTHERN SAMAR
2180,Region VIII,Northern Samar,Gamay I,NORTHERN SAMAR
2181,Region VIII,Northern Samar,Gamay II,NORTHERN SAMAR
2182,Region VIII,Northern Samar,Laoang I,NORTHERN SAMAR
2183,Region VIII,Northern Samar,Laoang II,NORTHERN SAMAR
2184,Region VIII,Northern Samar,Laoang III,NORTHERN SAMAR
2185,Region VIII,Northern Samar,Lapinig,NORTHERN SAMAR
2186,Region VIII,Northern Samar,Las Navas I,NORTHERN SAMAR
2187,Region VIII,Northern Samar,Las Navas II,NORTHERN SAMAR
2188,Region VIII,Northern Samar,Lavezares I,NORTHERN SAMAR
2189,Region VIII,Northern Samar,Lavezares II,NORTHERN SAMAR
2190,Region VIII,Northern Samar,Lope De Vega,NORTHERN SAMAR
2191,Region VIII,Northern Samar,Mapanas,NORTHERN SAMAR
2192,Region VIII,Northern Samar,Mondragon I,NORTHERN SAMAR
2193,Region VIII,Northern Samar,Mondragon II,NORTHERN SAMAR
2194,Region VIII,Northern Samar,Palapag I,NORTHERN SAMAR
2195,Region VIII,Northern Samar,Palapag II,NORTHERN SAMAR
2196,Region VIII,Northern Samar,Pambujan I,NORTHERN SAMAR
2197,Region VIII,Northern Samar,Pambujan II,NORTHERN SAMAR
2198,Region VIII,Northern Samar,Rosario,NORTHERN SAMAR
2199,Region VIII,Northern Samar,San Antonio,NORTHERN SAMAR
2200,Region VIII,Northern Samar,San Isidro,NORTHERN SAMAR
2201,Region VIII,Northern Samar,San Jose,NORTHERN SAMAR
2202,Region VIII,Northern Samar,San Roque,NORTHERN SAMAR
2203,Region VIII,Northern Samar,San Vicente,NORTHERN SAMAR
2204,Region VIII,Northern Samar,Silvino Lubos,NORTHERN SAMAR
2205,Region VIII,Northern Samar,Victoria,NORTHERN SAMAR
2206,Region VIII,Ormoc City,Ormoc I,LEYTE
2207,Region VIII,Ormoc City,Ormoc II,LEYTE
2208,Region VIII,Ormoc City,Ormoc III,LEYTE
2209,Region VIII,Ormoc City,Ormoc IV,LEYTE
2210,Region VIII,Ormoc City,Ormoc V,LEYTE
2211,Region VIII,Ormoc City,Ormoc VI,LEYTE
2212,Region VIII,Samar (Western Samar),Almagro,WESTERN SAMAR
2213,Region VIII,Samar (Western Samar),Basey I,WESTERN SAMAR
2214,Region VIII,Samar (Western Samar),Basey II,WESTERN SAMAR
2215,Region VIII,Samar (Western Samar),Calbiga,WESTERN SAMAR
2216,Region VIII,Samar (Western Samar),Daram I,WESTERN SAMAR
2217,Region VIII,Samar (Western Samar),Daram II,WESTERN SAMAR
2218,Region VIII,Samar (Western Samar),Gandara I,WESTERN SAMAR
2219,Region VIII,Samar (Western Samar),Gandara II - Matuguinao,WESTERN SAMAR
2220,Region VIII,Samar (Western Samar),Hinabangan,WESTERN SAMAR
2221,Region VIII,Samar (Western Samar),Jiabong,WESTERN SAMAR
2222,Region VIII,Samar (Western Samar),Marabut,WESTERN SAMAR
2223,Region VIII,Samar (Western Samar),Motiong,WESTERN SAMAR
2224,Region VIII,Samar (Western Samar),Pagsanghan,WESTERN SAMAR
2225,Region VIII,Samar (Western Samar),Pinabacdao,WESTERN SAMAR
2226,Region VIII,Samar (Western Samar),San Jorge,WESTERN SAMAR
2227,Region VIII,Samar (Western Samar),San Sebastian,WESTERN SAMAR
2228,Region VIII,Samar (Western Samar),Sta. Margarita I,WESTERN SAMAR
2229,Region VIII,Samar (Western Samar),Sta. Margarita II,WESTERN SAMAR
2230,Region VIII,Samar (Western Samar),Sta. Rita I,WESTERN SAMAR
2231,Region VIII,Samar (Western Samar),Sta. Rita II,WESTERN SAMAR
2232,Region VIII,Samar (Western Samar),Sto. Nino,WESTERN SAMAR
2233,Region VIII,Samar (Western Samar),Tagapul-an,WESTERN SAMAR
2234,Region VIII,Samar (Western Samar),Talalora,WESTERN SAMAR
2235,Region VIII,Samar (Western Samar),Tarangnan,WESTERN SAMAR
2236,Region VIII,Samar (Western Samar),Villareal I,WESTERN SAMAR
2237,Region VIII,Samar (Western Samar),Villareal II,WESTERN SAMAR
2238,Region VIII,Samar (Western Samar),Wright I,WESTERN SAMAR
2239,Region VIII,Samar (Western Samar),Wright II -San Jose De Buan,WESTERN SAMAR
2240,Region VIII,Samar (Western Samar),Zumarraga,WESTERN SAMAR
2241,Region VIII,Southern Leyte,Anahawan,SOUTHERN LEYTE
2242,Region VIII,Southern Leyte,Bontoc I,SOUTHERN LEYTE
2243,Region VIII,Southern Leyte,Bontoc II,SOUTHERN LEYTE
2244,Region VIII,Southern Leyte,Hinunangan,SOUTHERN LEYTE
2245,Region VIII,Southern Leyte,Hinundayan,SOUTHERN LEYTE
2246,Region VIII,Southern Leyte,Libagon,SOUTHERN LEYTE
2247,Region VIII,Southern Leyte,Liloan,SOUTHERN LEYTE
2248,Region VIII,Southern Leyte,Limasawa,SOUTHERN LEYTE
2249,Region VIII,Southern Leyte,Macrohon,SOUTHERN LEYTE
